Refs,Qty,Value,Footprint,Manufacturer,MPN,Description,Link,DNP
TP3,1,TP3 +12V,TestPoint:TestPoint_THTPad_D2.0mm_Drill1.0mm,,,Test point +12V regulated,,
TP5,1,TP5 GND,TestPoint:TestPoint_THTPad_D2.0mm_Drill1.0mm,,,Test point GND,,
TP6,1,TP6 +50V,TestPoint:TestPoint_THTPad_D2.0mm_Drill1.0mm,,,Test point +50V,,
TP7,1,TP7 +20V,TestPoint:TestPoint_THTPad_D2.0mm_Drill1.0mm,,,Test point +20V,,
TP8,1,TP8 +18V,TestPoint:TestPoint_THTPad_D2.0mm_Drill1.0mm,,,Test point +18V,,
TP9,1,TP9 +5V_RAW,TestPoint:TestPoint_THTPad_D2.0mm_Drill1.0mm,,,Test point +5V raw (buck input),,
U20,1,TPS552892RYQR,wpc_cost:TI_RYQ0021B_5x3mm,Texas Instruments,TPS552892RYQR,36 V synchronous buck-boost; PFM; internal VCC; output current limit; JLC-3,https://jlcpcb.com/partdetail/C19272254,
U21,1,TPS552892RYQR,wpc_cost:TI_RYQ0021B_5x3mm,Texas Instruments,TPS552892RYQR,36 V synchronous buck-boost; PFM; internal VCC; output current limit; JLC-3,https://jlcpcb.com/partdetail/C19272254,
B6,1,100nF,Capacitor_SMD:C_0805_2012Metric,YAGEO,CC0805KRX7R9BB104,Bypass 100 nF 50 V X7R 0805,https://jlcpcb.com/partdetail/YAGEO-CC0805KRX7R9BB104/C49678,
B9,1,100nF,Capacitor_SMD:C_0805_2012Metric,YAGEO,CC0805KRX7R9BB104,Bypass 100 nF 50 V X7R 0805,https://jlcpcb.com/partdetail/YAGEO-CC0805KRX7R9BB104/C49678,
C21,1,10nF,Capacitor_SMD:C_0805_2012Metric,Samsung Electro-Mechanics,CL21B103KBANNNC,Capacitor 10 nF (ZC filter),https://jlcpcb.com/partdetail/2062-CL21B103KBANNNC/C1710,
J111,1,"J111 G.I. latch spare bits T5-T7 (GPIO as on the original board, e.g. shot-clock drive; N/C on STTNG)",Connector_Molex:Molex_KK-254_AE-6410-05A_1x05_P2.54mm_Vertical,MOLEX,22232051,"J111 G.I. latch spare bits T5-T7 (GPIO as on the original board, e.g. shot-clock drive; N/C on STTNG)",https://jlcpcb.com/partdetail/C588986,
J113,1,34-pin ribbon to CPU J211,wpc_cost:3M_N2534_6002_RB,3M,N2534-6002-RB,J113 34-pin 2x17 box header (ribbon to CPU J211),https://jlcpcb.com/partdetail/3M-N2534_6002RB/C17502444,
LED3,1,LED red (ZC),LED_SMD:LED_0805_2012Metric,Foshan NationStar Optoelectronics,NCD0805R1,"LED red 0805, zero-cross activity",https://jlcpcb.com/partdetail/85425-NCD0805R1/C84256,
R3,1,10K,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F1002T5E,"Resistor 10K 1% 0.125 W, 0805",https://jlcpcb.com/partdetail/18102-0805W8F1002T5E/C17414,
R4,1,10K,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F1002T5E,"Resistor 10K 1% 0.125 W, 0805",https://jlcpcb.com/partdetail/18102-0805W8F1002T5E/C17414,
R6,1,10K,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F1002T5E,"Resistor 10K 1% 0.125 W, 0805",https://jlcpcb.com/partdetail/18102-0805W8F1002T5E/C17414,
R197,1,10K,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F1002T5E,Resistor 10K 1% 0805 (ZC sample of the fused 9 VAC leg),https://jlcpcb.com/partdetail/18102-0805W8F1002T5E/C17414,
R198,1,10K,Resistor_SMD:R_0805_2012Metric,Yageo,RC0805FR-0710KL,Resistor 10K 0805 - DNP (the A-12697 waveform is a half-wave sample of one leg; populating R198 would make a 120 Hz full-wave sample),https://www.digikey.com/en/products/result?keywords=RC0805FR-0710KL,yes
R206,1,27K,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F2702T5E,Resistor 27K 1% 0805 (ZC threshold ~0.26 V),https://jlcpcb.com/partdetail/18281-0805W8F2702T5E/C17593,
R253,1,1.5K,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F1501T5E,"Resistor 1K5 1% 0.125 W, 0805",https://jlcpcb.com/partdetail/4717-0805W8F1501T5E/C4310,
R254,1,1.5K,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F1501T5E,"Resistor 1K5 1% 0.125 W, 0805",https://jlcpcb.com/partdetail/4717-0805W8F1501T5E/C4310,
R255,1,1.5K,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F1501T5E,"Resistor 1K5 1% 0.125 W, 0805",https://jlcpcb.com/partdetail/4717-0805W8F1501T5E/C4310,
R256,1,1.5K,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F1501T5E,"Resistor 1K5 1% 0.125 W, 0805",https://jlcpcb.com/partdetail/4717-0805W8F1501T5E/C4310,
R310,1,4.7K,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F4701T5E,4.7 kohm 1% 125 mW 0805 discrete CPU-interface pull-up,https://jlcpcb.com/partdetail/UNIROYAL-UniroyalElec-0805W8F4701T5E/C17673,
R311,1,4.7K,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F4701T5E,4.7 kohm 1% 125 mW 0805 discrete CPU-interface pull-up,https://jlcpcb.com/partdetail/UNIROYAL-UniroyalElec-0805W8F4701T5E/C17673,
R312,1,4.7K,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F4701T5E,4.7 kohm 1% 125 mW 0805 discrete CPU-interface pull-up,https://jlcpcb.com/partdetail/UNIROYAL-UniroyalElec-0805W8F4701T5E/C17673,
R313,1,4.7K,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F4701T5E,4.7 kohm 1% 125 mW 0805 discrete CPU-interface pull-up,https://jlcpcb.com/partdetail/UNIROYAL-UniroyalElec-0805W8F4701T5E/C17673,
R314,1,4.7K,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F4701T5E,4.7 kohm 1% 125 mW 0805 discrete CPU-interface pull-up,https://jlcpcb.com/partdetail/UNIROYAL-UniroyalElec-0805W8F4701T5E/C17673,
R315,1,4.7K,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F4701T5E,4.7 kohm 1% 125 mW 0805 discrete CPU-interface pull-up,https://jlcpcb.com/partdetail/UNIROYAL-UniroyalElec-0805W8F4701T5E/C17673,
R316,1,4.7K,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F4701T5E,4.7 kohm 1% 125 mW 0805 discrete CPU-interface pull-up,https://jlcpcb.com/partdetail/UNIROYAL-UniroyalElec-0805W8F4701T5E/C17673,
R317,1,4.7K,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F4701T5E,4.7 kohm 1% 125 mW 0805 discrete CPU-interface pull-up,https://jlcpcb.com/partdetail/UNIROYAL-UniroyalElec-0805W8F4701T5E/C17673,
R318,1,4.7K,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F4701T5E,4.7 kohm 1% 125 mW 0805 discrete CPU-interface pull-up,https://jlcpcb.com/partdetail/UNIROYAL-UniroyalElec-0805W8F4701T5E/C17673,
R319,1,4.7K,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F4701T5E,4.7 kohm 1% 125 mW 0805 discrete CPU-interface pull-up,https://jlcpcb.com/partdetail/UNIROYAL-UniroyalElec-0805W8F4701T5E/C17673,
R320,1,4.7K,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F4701T5E,4.7 kohm 1% 125 mW 0805 discrete CPU-interface pull-up,https://jlcpcb.com/partdetail/UNIROYAL-UniroyalElec-0805W8F4701T5E/C17673,
R321,1,4.7K,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F4701T5E,4.7 kohm 1% 125 mW 0805 discrete CPU-interface pull-up,https://jlcpcb.com/partdetail/UNIROYAL-UniroyalElec-0805W8F4701T5E/C17673,
R322,1,4.7K,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F4701T5E,4.7 kohm 1% 125 mW 0805 discrete CPU-interface pull-up,https://jlcpcb.com/partdetail/UNIROYAL-UniroyalElec-0805W8F4701T5E/C17673,
R323,1,4.7K,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F4701T5E,4.7 kohm 1% 125 mW 0805 discrete CPU-interface pull-up,https://jlcpcb.com/partdetail/UNIROYAL-UniroyalElec-0805W8F4701T5E/C17673,
R324,1,4.7K,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F4701T5E,4.7 kohm 1% 125 mW 0805 discrete CPU-interface pull-up,https://jlcpcb.com/partdetail/UNIROYAL-UniroyalElec-0805W8F4701T5E/C17673,
R325,1,4.7K,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F4701T5E,4.7 kohm 1% 125 mW 0805 discrete CPU-interface pull-up,https://jlcpcb.com/partdetail/UNIROYAL-UniroyalElec-0805W8F4701T5E/C17673,
TP4,1,TP4 ZC,TestPoint:TestPoint_THTPad_D2.0mm_Drill1.0mm,,,Test point ZC,,
U6,1,LM339DR,Package_SO:SOIC-14_3.9x8.7mm_P1.27mm,Texas Instruments,LM339DR,"Quad comparator, SOIC-14",https://jlcpcb.com/partdetail/TexasInstruments-LM339DR/C7948,
U9,1,74HCT240,Package_SO:SOIC-20W_7.5x12.8mm_P1.27mm,Texas Instruments,SN74HCT240DWR,J113 data-bus inverter: the CPU board drives the ribbon data through a 74LS240 (active low),https://jlcpcb.com/partdetail/TexasInstruments-SN74HCT240DWR/C132264,
B5,1,100nF,Capacitor_SMD:C_0805_2012Metric,YAGEO,CC0805KRX7R9BB104,Bypass 100 nF 50 V X7R 0805,https://jlcpcb.com/partdetail/YAGEO-CC0805KRX7R9BB104/C49678,
D25,1,S3M-13-F,Diode_SMD:D_SMC,Diodes Incorporated,S3M-13-F,"Rectifier 3 A 1000 V, SMC (tie-back)",https://jlcpcb.com/partdetail/DiodesIncorporated-S3M_13F/C460944,
D26,1,S3M-13-F,Diode_SMD:D_SMC,Diodes Incorporated,S3M-13-F,"Rectifier 3 A 1000 V, SMC (tie-back)",https://jlcpcb.com/partdetail/DiodesIncorporated-S3M_13F/C460944,
D27,1,S3M-13-F,Diode_SMD:D_SMC,Diodes Incorporated,S3M-13-F,"Rectifier 3 A 1000 V, SMC (tie-back)",https://jlcpcb.com/partdetail/DiodesIncorporated-S3M_13F/C460944,
D28,1,S3M-13-F,Diode_SMD:D_SMC,Diodes Incorporated,S3M-13-F,"Rectifier 3 A 1000 V, SMC (tie-back)",https://jlcpcb.com/partdetail/DiodesIncorporated-S3M_13F/C460944,
D29,1,S3M-13-F,Diode_SMD:D_SMC,Diodes Incorporated,S3M-13-F,"Rectifier 3 A 1000 V, SMC (tie-back)",https://jlcpcb.com/partdetail/DiodesIncorporated-S3M_13F/C460944,
D30,1,S3M-13-F,Diode_SMD:D_SMC,Diodes Incorporated,S3M-13-F,"Rectifier 3 A 1000 V, SMC (tie-back)",https://jlcpcb.com/partdetail/DiodesIncorporated-S3M_13F/C460944,
D31,1,S3M-13-F,Diode_SMD:D_SMC,Diodes Incorporated,S3M-13-F,"Rectifier 3 A 1000 V, SMC (tie-back)",https://jlcpcb.com/partdetail/DiodesIncorporated-S3M_13F/C460944,
D32,1,S3M-13-F,Diode_SMD:D_SMC,Diodes Incorporated,S3M-13-F,"Rectifier 3 A 1000 V, SMC (tie-back)",https://jlcpcb.com/partdetail/DiodesIncorporated-S3M_13F/C460944,
J130,1,J130 Sol 1-8 drive (playfield),Connector_Molex:Molex_KK-396_A-41791-0009_1x09_P3.96mm_Vertical,MOLEX,0026604090,J130 Sol 1-8 drive (playfield),https://jlcpcb.com/partdetail/MOLEX-0026604090/C17420444,
J131,1,"J131 Sol 5-8 drive (cabinet, parallel to J130; N/C on STTNG)",Connector_Molex:Molex_KK-396_A-41791-0005_1x05_P3.96mm_Vertical,MOLEX,26604050,"J131 Sol 5-8 drive (cabinet, parallel to J130; N/C on STTNG)",https://jlcpcb.com/partdetail/C505166,
J132,1,"J132 Sol 1-4 drive (backbox, parallel to J130; N/C on STTNG)",Connector_Molex:Molex_KK-396_A-41791-0005_1x05_P3.96mm_Vertical,MOLEX,26604050,"J132 Sol 1-4 drive (backbox, parallel to J130; N/C on STTNG)",https://jlcpcb.com/partdetail/C505166,
Q64,1,IPD90N10S4L06ATMA1,Package_TO_SOT_SMD:TO-252-2,Infineon Technologies,IPD90N10S4L06ATMA1,"N-MOSFET 100 V, 8.1 mOhm max at 4.5 V, DPAK G-D-S, RthJA 62 C/W minimal footprint; upgraded solenoid driver",https://jlcpcb.com/partdetail/6325616-IPD90N10S4L06ATMA1/C5440942,
Q66,1,IPD90N10S4L06ATMA1,Package_TO_SOT_SMD:TO-252-2,Infineon Technologies,IPD90N10S4L06ATMA1,"N-MOSFET 100 V, 8.1 mOhm max at 4.5 V, DPAK G-D-S, RthJA 62 C/W minimal footprint; upgraded solenoid driver",https://jlcpcb.com/partdetail/6325616-IPD90N10S4L06ATMA1/C5440942,
Q68,1,IPD90N10S4L06ATMA1,Package_TO_SOT_SMD:TO-252-2,Infineon Technologies,IPD90N10S4L06ATMA1,"N-MOSFET 100 V, 8.1 mOhm max at 4.5 V, DPAK G-D-S, RthJA 62 C/W minimal footprint; upgraded solenoid driver",https://jlcpcb.com/partdetail/6325616-IPD90N10S4L06ATMA1/C5440942,
Q70,1,IPD90N10S4L06ATMA1,Package_TO_SOT_SMD:TO-252-2,Infineon Technologies,IPD90N10S4L06ATMA1,"N-MOSFET 100 V, 8.1 mOhm max at 4.5 V, DPAK G-D-S, RthJA 62 C/W minimal footprint; upgraded solenoid driver",https://jlcpcb.com/partdetail/6325616-IPD90N10S4L06ATMA1/C5440942,
Q76,1,IPD90N10S4L06ATMA1,Package_TO_SOT_SMD:TO-252-2,Infineon Technologies,IPD90N10S4L06ATMA1,"N-MOSFET 100 V, 8.1 mOhm max at 4.5 V, DPAK G-D-S, RthJA 62 C/W minimal footprint; upgraded solenoid driver",https://jlcpcb.com/partdetail/6325616-IPD90N10S4L06ATMA1/C5440942,
Q78,1,IPD90N10S4L06ATMA1,Package_TO_SOT_SMD:TO-252-2,Infineon Technologies,IPD90N10S4L06ATMA1,"N-MOSFET 100 V, 8.1 mOhm max at 4.5 V, DPAK G-D-S, RthJA 62 C/W minimal footprint; upgraded solenoid driver",https://jlcpcb.com/partdetail/6325616-IPD90N10S4L06ATMA1/C5440942,
Q80,1,IPD90N10S4L06ATMA1,Package_TO_SOT_SMD:TO-252-2,Infineon Technologies,IPD90N10S4L06ATMA1,"N-MOSFET 100 V, 8.1 mOhm max at 4.5 V, DPAK G-D-S, RthJA 62 C/W minimal footprint; upgraded solenoid driver",https://jlcpcb.com/partdetail/6325616-IPD90N10S4L06ATMA1/C5440942,
Q82,1,IPD90N10S4L06ATMA1,Package_TO_SOT_SMD:TO-252-2,Infineon Technologies,IPD90N10S4L06ATMA1,"N-MOSFET 100 V, 8.1 mOhm max at 4.5 V, DPAK G-D-S, RthJA 62 C/W minimal footprint; upgraded solenoid driver",https://jlcpcb.com/partdetail/6325616-IPD90N10S4L06ATMA1/C5440942,
R126,1,10K,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F1002T5E,"Resistor 10K 1% 0.125 W, 0805",https://jlcpcb.com/partdetail/18102-0805W8F1002T5E/C17414,
R127,1,100,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F1000T5E,"Resistor 100R 1% 0.125 W, 0805",https://jlcpcb.com/partdetail/18096-0805W8F1000T5E/C17408,
R128,1,10K,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F1002T5E,"Resistor 10K 1% 0.125 W, 0805",https://jlcpcb.com/partdetail/18102-0805W8F1002T5E/C17414,
R129,1,100,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F1000T5E,"Resistor 100R 1% 0.125 W, 0805",https://jlcpcb.com/partdetail/18096-0805W8F1000T5E/C17408,
R130,1,10K,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F1002T5E,"Resistor 10K 1% 0.125 W, 0805",https://jlcpcb.com/partdetail/18102-0805W8F1002T5E/C17414,
R131,1,100,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F1000T5E,"Resistor 100R 1% 0.125 W, 0805",https://jlcpcb.com/partdetail/18096-0805W8F1000T5E/C17408,
R132,1,10K,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F1002T5E,"Resistor 10K 1% 0.125 W, 0805",https://jlcpcb.com/partdetail/18102-0805W8F1002T5E/C17414,
R133,1,100,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F1000T5E,"Resistor 100R 1% 0.125 W, 0805",https://jlcpcb.com/partdetail/18096-0805W8F1000T5E/C17408,
R134,1,10K,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F1002T5E,"Resistor 10K 1% 0.125 W, 0805",https://jlcpcb.com/partdetail/18102-0805W8F1002T5E/C17414,
R135,1,100,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F1000T5E,"Resistor 100R 1% 0.125 W, 0805",https://jlcpcb.com/partdetail/18096-0805W8F1000T5E/C17408,
R136,1,10K,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F1002T5E,"Resistor 10K 1% 0.125 W, 0805",https://jlcpcb.com/partdetail/18102-0805W8F1002T5E/C17414,
R137,1,100,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F1000T5E,"Resistor 100R 1% 0.125 W, 0805",https://jlcpcb.com/partdetail/18096-0805W8F1000T5E/C17408,
R138,1,10K,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F1002T5E,"Resistor 10K 1% 0.125 W, 0805",https://jlcpcb.com/partdetail/18102-0805W8F1002T5E/C17414,
R139,1,100,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F1000T5E,"Resistor 100R 1% 0.125 W, 0805",https://jlcpcb.com/partdetail/18096-0805W8F1000T5E/C17408,
R140,1,10K,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F1002T5E,"Resistor 10K 1% 0.125 W, 0805",https://jlcpcb.com/partdetail/18102-0805W8F1002T5E/C17414,
R141,1,100,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F1000T5E,"Resistor 100R 1% 0.125 W, 0805",https://jlcpcb.com/partdetail/18096-0805W8F1000T5E/C17408,
U5,1,74HCT574,Package_SO:SOIC-20W_7.5x12.8mm_P1.27mm,Texas Instruments,SN74HCT574DWR,Solenoid 1-8 latch,https://jlcpcb.com/partdetail/TexasInstruments-SN74HCT574DWR/C6788,
B4,1,100nF,Capacitor_SMD:C_0805_2012Metric,YAGEO,CC0805KRX7R9BB104,Bypass 100 nF 50 V X7R 0805,https://jlcpcb.com/partdetail/YAGEO-CC0805KRX7R9BB104/C49678,
D17,1,S3M-13-F,Diode_SMD:D_SMC,Diodes Incorporated,S3M-13-F,"Rectifier 3 A 1000 V, SMC (tie-back)",https://jlcpcb.com/partdetail/DiodesIncorporated-S3M_13F/C460944,
D18,1,S3M-13-F,Diode_SMD:D_SMC,Diodes Incorporated,S3M-13-F,"Rectifier 3 A 1000 V, SMC (tie-back)",https://jlcpcb.com/partdetail/DiodesIncorporated-S3M_13F/C460944,
D19,1,S3M-13-F,Diode_SMD:D_SMC,Diodes Incorporated,S3M-13-F,"Rectifier 3 A 1000 V, SMC (tie-back)",https://jlcpcb.com/partdetail/DiodesIncorporated-S3M_13F/C460944,
D20,1,S3M-13-F,Diode_SMD:D_SMC,Diodes Incorporated,S3M-13-F,"Rectifier 3 A 1000 V, SMC (tie-back)",https://jlcpcb.com/partdetail/DiodesIncorporated-S3M_13F/C460944,
D21,1,S3M-13-F,Diode_SMD:D_SMC,Diodes Incorporated,S3M-13-F,"Rectifier 3 A 1000 V, SMC (tie-back)",https://jlcpcb.com/partdetail/DiodesIncorporated-S3M_13F/C460944,
D22,1,S3M-13-F,Diode_SMD:D_SMC,Diodes Incorporated,S3M-13-F,"Rectifier 3 A 1000 V, SMC (tie-back)",https://jlcpcb.com/partdetail/DiodesIncorporated-S3M_13F/C460944,
D23,1,S3M-13-F,Diode_SMD:D_SMC,Diodes Incorporated,S3M-13-F,"Rectifier 3 A 1000 V, SMC (tie-back)",https://jlcpcb.com/partdetail/DiodesIncorporated-S3M_13F/C460944,
D24,1,S3M-13-F,Diode_SMD:D_SMC,Diodes Incorporated,S3M-13-F,"Rectifier 3 A 1000 V, SMC (tie-back)",https://jlcpcb.com/partdetail/DiodesIncorporated-S3M_13F/C460944,
J127,1,J127 Sol 9-16 drive (playfield),Connector_Molex:Molex_KK-396_A-41791-0009_1x09_P3.96mm_Vertical,MOLEX,0026604090,J127 Sol 9-16 drive (playfield),https://jlcpcb.com/partdetail/MOLEX-0026604090/C17420444,
J128,1,"J128 Sol 13-16 drive (cabinet, parallel to J127; N/C on STTNG)",Connector_Molex:Molex_KK-396_A-41791-0005_1x05_P3.96mm_Vertical,MOLEX,26604050,"J128 Sol 13-16 drive (cabinet, parallel to J127; N/C on STTNG)",https://jlcpcb.com/partdetail/C505166,
J129,1,"J129 Sol 9-12 drive (backbox, parallel to J127; N/C on STTNG)",Connector_Molex:Molex_KK-396_A-41791-0005_1x05_P3.96mm_Vertical,MOLEX,26604050,"J129 Sol 9-12 drive (backbox, parallel to J127; N/C on STTNG)",https://jlcpcb.com/partdetail/C505166,
Q44,1,IPD90N10S4L06ATMA1,Package_TO_SOT_SMD:TO-252-2,Infineon Technologies,IPD90N10S4L06ATMA1,"N-MOSFET 100 V, 8.1 mOhm max at 4.5 V, DPAK G-D-S, RthJA 62 C/W minimal footprint; upgraded solenoid driver",https://jlcpcb.com/partdetail/6325616-IPD90N10S4L06ATMA1/C5440942,
Q46,1,IPD90N10S4L06ATMA1,Package_TO_SOT_SMD:TO-252-2,Infineon Technologies,IPD90N10S4L06ATMA1,"N-MOSFET 100 V, 8.1 mOhm max at 4.5 V, DPAK G-D-S, RthJA 62 C/W minimal footprint; upgraded solenoid driver",https://jlcpcb.com/partdetail/6325616-IPD90N10S4L06ATMA1/C5440942,
Q48,1,IPD90N10S4L06ATMA1,Package_TO_SOT_SMD:TO-252-2,Infineon Technologies,IPD90N10S4L06ATMA1,"N-MOSFET 100 V, 8.1 mOhm max at 4.5 V, DPAK G-D-S, RthJA 62 C/W minimal footprint; upgraded solenoid driver",https://jlcpcb.com/partdetail/6325616-IPD90N10S4L06ATMA1/C5440942,
Q50,1,IPD90N10S4L06ATMA1,Package_TO_SOT_SMD:TO-252-2,Infineon Technologies,IPD90N10S4L06ATMA1,"N-MOSFET 100 V, 8.1 mOhm max at 4.5 V, DPAK G-D-S, RthJA 62 C/W minimal footprint; upgraded solenoid driver",https://jlcpcb.com/partdetail/6325616-IPD90N10S4L06ATMA1/C5440942,
Q52,1,IPD90N10S4L06ATMA1,Package_TO_SOT_SMD:TO-252-2,Infineon Technologies,IPD90N10S4L06ATMA1,"N-MOSFET 100 V, 8.1 mOhm max at 4.5 V, DPAK G-D-S, RthJA 62 C/W minimal footprint; upgraded solenoid driver",https://jlcpcb.com/partdetail/6325616-IPD90N10S4L06ATMA1/C5440942,
Q54,1,IPD90N10S4L06ATMA1,Package_TO_SOT_SMD:TO-252-2,Infineon Technologies,IPD90N10S4L06ATMA1,"N-MOSFET 100 V, 8.1 mOhm max at 4.5 V, DPAK G-D-S, RthJA 62 C/W minimal footprint; upgraded solenoid driver",https://jlcpcb.com/partdetail/6325616-IPD90N10S4L06ATMA1/C5440942,
Q56,1,IPD90N10S4L06ATMA1,Package_TO_SOT_SMD:TO-252-2,Infineon Technologies,IPD90N10S4L06ATMA1,"N-MOSFET 100 V, 8.1 mOhm max at 4.5 V, DPAK G-D-S, RthJA 62 C/W minimal footprint; upgraded solenoid driver",https://jlcpcb.com/partdetail/6325616-IPD90N10S4L06ATMA1/C5440942,
Q58,1,IPD90N10S4L06ATMA1,Package_TO_SOT_SMD:TO-252-2,Infineon Technologies,IPD90N10S4L06ATMA1,"N-MOSFET 100 V, 8.1 mOhm max at 4.5 V, DPAK G-D-S, RthJA 62 C/W minimal footprint; upgraded solenoid driver",https://jlcpcb.com/partdetail/6325616-IPD90N10S4L06ATMA1/C5440942,
R70,1,100,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F1000T5E,"Resistor 100R 1% 0.125 W, 0805",https://jlcpcb.com/partdetail/18096-0805W8F1000T5E/C17408,
R71,1,10K,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F1002T5E,"Resistor 10K 1% 0.125 W, 0805",https://jlcpcb.com/partdetail/18102-0805W8F1002T5E/C17414,
R74,1,100,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F1000T5E,"Resistor 100R 1% 0.125 W, 0805",https://jlcpcb.com/partdetail/18096-0805W8F1000T5E/C17408,
R75,1,10K,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F1002T5E,"Resistor 10K 1% 0.125 W, 0805",https://jlcpcb.com/partdetail/18102-0805W8F1002T5E/C17414,
R78,1,100,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F1000T5E,"Resistor 100R 1% 0.125 W, 0805",https://jlcpcb.com/partdetail/18096-0805W8F1000T5E/C17408,
R79,1,10K,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F1002T5E,"Resistor 10K 1% 0.125 W, 0805",https://jlcpcb.com/partdetail/18102-0805W8F1002T5E/C17414,
R82,1,100,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F1000T5E,"Resistor 100R 1% 0.125 W, 0805",https://jlcpcb.com/partdetail/18096-0805W8F1000T5E/C17408,
R83,1,10K,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F1002T5E,"Resistor 10K 1% 0.125 W, 0805",https://jlcpcb.com/partdetail/18102-0805W8F1002T5E/C17414,
R86,1,100,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F1000T5E,"Resistor 100R 1% 0.125 W, 0805",https://jlcpcb.com/partdetail/18096-0805W8F1000T5E/C17408,
R87,1,10K,Resistor_SMD:R_0805_2012Metric,UNI-ROYAL(Uniroyal Elec),0805W8F1002T5E,"Resistor 10K 1% 0.125 W, 0805",https://jlcpcb.com/partdetail/18102-0805W8F1002T5E/C17414,
