Designator,Quantity,Value,MPN,Manufacturer,Footprint,JLCPCB_part,Library,Assembly
J137,1,J137 lamp columns (playfield),0026604090,MOLEX,Connector_Molex:Molex_KK-396_A-41791-0009_1x09_P3.96mm_Vertical,C17420444,Extended,Through-hole/manual
J138,1,J138 lamp columns (backbox),0026604090,MOLEX,Connector_Molex:Molex_KK-396_A-41791-0009_1x09_P3.96mm_Vertical,C17420444,Extended,Through-hole/manual
L1,1,10uH,SRP1265A-100M,BOURNS,Inductor_SMD:L_Bourns_SRP1245A,C840531,Extended,SMT
L2,1,10uH,SRP1265A-100M,BOURNS,Inductor_SMD:L_Bourns_SRP1245A,C840531,Extended,SMT
LED1,1,LED red,NCD0805R1,Foshan NationStar Optoelectronics,LED_SMD:LED_0805_2012Metric,C84256,Basic,SMT
LED2,1,LED red,NCD0805R1,Foshan NationStar Optoelectronics,LED_SMD:LED_0805_2012Metric,C84256,Basic,SMT
LED3,1,LED red (ZC),NCD0805R1,Foshan NationStar Optoelectronics,LED_SMD:LED_0805_2012Metric,C84256,Basic,SMT
LED4,1,LED red,NCD0805R1,Foshan NationStar Optoelectronics,LED_SMD:LED_0805_2012Metric,C84256,Basic,SMT
LED5,1,LED red,NCD0805R1,Foshan NationStar Optoelectronics,LED_SMD:LED_0805_2012Metric,C84256,Basic,SMT
LED6,1,LED red,NCD0805R1,Foshan NationStar Optoelectronics,LED_SMD:LED_0805_2012Metric,C84256,Basic,SMT
LED7,1,LED red,NCD0805R1,Foshan NationStar Optoelectronics,LED_SMD:LED_0805_2012Metric,C84256,Basic,SMT
Q9,1,MMBT4401,MMBT4401-7-F,Diodes Incorporated,Package_TO_SOT_SMD:SOT-23,C151826,Extended,SMT
Q10,1,BTA16-600CRG,BTA16-600CRG,STMicroelectronics,Package_TO_SOT_THT:TO-220-3_Vertical,C39797,Extended,Through-hole/manual
Q11,1,MMBT4401,MMBT4401-7-F,Diodes Incorporated,Package_TO_SOT_SMD:SOT-23,C151826,Extended,SMT
Q12,1,BTA16-600CRG,BTA16-600CRG,STMicroelectronics,Package_TO_SOT_THT:TO-220-3_Vertical,C39797,Extended,Through-hole/manual
Q13,1,MMBT4401,MMBT4401-7-F,Diodes Incorporated,Package_TO_SOT_SMD:SOT-23,C151826,Extended,SMT
Q14,1,BTA16-600CRG,BTA16-600CRG,STMicroelectronics,Package_TO_SOT_THT:TO-220-3_Vertical,C39797,Extended,Through-hole/manual
Q15,1,MMBT4401,MMBT4401-7-F,Diodes Incorporated,Package_TO_SOT_SMD:SOT-23,C151826,Extended,SMT
Q16,1,BTA16-600CRG,BTA16-600CRG,STMicroelectronics,Package_TO_SOT_THT:TO-220-3_Vertical,C39797,Extended,Through-hole/manual
Q17,1,MMBT4401,MMBT4401-7-F,Diodes Incorporated,Package_TO_SOT_SMD:SOT-23,C151826,Extended,SMT
Q18,1,BTA16-600CRG,BTA16-600CRG,STMicroelectronics,Package_TO_SOT_THT:TO-220-3_Vertical,C39797,Extended,Through-hole/manual
Q20,1,IPD90N10S4L06ATMA1,IPD90N10S4L06ATMA1,Infineon Technologies,Package_TO_SOT_SMD:TO-252-2,C5440942,Extended,SMT
Q22,1,IPD90N10S4L06ATMA1,IPD90N10S4L06ATMA1,Infineon Technologies,Package_TO_SOT_SMD:TO-252-2,C5440942,Extended,SMT
Q24,1,IPD90N10S4L06ATMA1,IPD90N10S4L06ATMA1,Infineon Technologies,Package_TO_SOT_SMD:TO-252-2,C5440942,Extended,SMT
Q26,1,IPD90N10S4L06ATMA1,IPD90N10S4L06ATMA1,Infineon Technologies,Package_TO_SOT_SMD:TO-252-2,C5440942,Extended,SMT
Q28,1,IPD90N10S4L06ATMA1,IPD90N10S4L06ATMA1,Infineon Technologies,Package_TO_SOT_SMD:TO-252-2,C5440942,Extended,SMT
Q30,1,IPD90N10S4L06ATMA1,IPD90N10S4L06ATMA1,Infineon Technologies,Package_TO_SOT_SMD:TO-252-2,C5440942,Extended,SMT
Q32,1,IPD90N10S4L06ATMA1,IPD90N10S4L06ATMA1,Infineon Technologies,Package_TO_SOT_SMD:TO-252-2,C5440942,Extended,SMT
Q34,1,IPD90N10S4L06ATMA1,IPD90N10S4L06ATMA1,Infineon Technologies,Package_TO_SOT_SMD:TO-252-2,C5440942,Extended,SMT
Q36,1,IPD90N10S4L06ATMA1,IPD90N10S4L06ATMA1,Infineon Technologies,Package_TO_SOT_SMD:TO-252-2,C5440942,Extended,SMT
Q38,1,IPD90N10S4L06ATMA1,IPD90N10S4L06ATMA1,Infineon Technologies,Package_TO_SOT_SMD:TO-252-2,C5440942,Extended,SMT
Q40,1,IPD90N10S4L06ATMA1,IPD90N10S4L06ATMA1,Infineon Technologies,Package_TO_SOT_SMD:TO-252-2,C5440942,Extended,SMT
Q42,1,IPD90N10S4L06ATMA1,IPD90N10S4L06ATMA1,Infineon Technologies,Package_TO_SOT_SMD:TO-252-2,C5440942,Extended,SMT
Q44,1,IPD90N10S4L06ATMA1,IPD90N10S4L06ATMA1,Infineon Technologies,Package_TO_SOT_SMD:TO-252-2,C5440942,Extended,SMT
Q46,1,IPD90N10S4L06ATMA1,IPD90N10S4L06ATMA1,Infineon Technologies,Package_TO_SOT_SMD:TO-252-2,C5440942,Extended,SMT
Q48,1,IPD90N10S4L06ATMA1,IPD90N10S4L06ATMA1,Infineon Technologies,Package_TO_SOT_SMD:TO-252-2,C5440942,Extended,SMT
Q50,1,IPD90N10S4L06ATMA1,IPD90N10S4L06ATMA1,Infineon Technologies,Package_TO_SOT_SMD:TO-252-2,C5440942,Extended,SMT
Q52,1,IPD90N10S4L06ATMA1,IPD90N10S4L06ATMA1,Infineon Technologies,Package_TO_SOT_SMD:TO-252-2,C5440942,Extended,SMT
Q54,1,IPD90N10S4L06ATMA1,IPD90N10S4L06ATMA1,Infineon Technologies,Package_TO_SOT_SMD:TO-252-2,C5440942,Extended,SMT
Q56,1,IPD90N10S4L06ATMA1,IPD90N10S4L06ATMA1,Infineon Technologies,Package_TO_SOT_SMD:TO-252-2,C5440942,Extended,SMT
Q58,1,IPD90N10S4L06ATMA1,IPD90N10S4L06ATMA1,Infineon Technologies,Package_TO_SOT_SMD:TO-252-2,C5440942,Extended,SMT
Q64,1,IPD90N10S4L06ATMA1,IPD90N10S4L06ATMA1,Infineon Technologies,Package_TO_SOT_SMD:TO-252-2,C5440942,Extended,SMT
Q66,1,IPD90N10S4L06ATMA1,IPD90N10S4L06ATMA1,Infineon Technologies,Package_TO_SOT_SMD:TO-252-2,C5440942,Extended,SMT
Q68,1,IPD90N10S4L06ATMA1,IPD90N10S4L06ATMA1,Infineon Technologies,Package_TO_SOT_SMD:TO-252-2,C5440942,Extended,SMT
Q70,1,IPD90N10S4L06ATMA1,IPD90N10S4L06ATMA1,Infineon Technologies,Package_TO_SOT_SMD:TO-252-2,C5440942,Extended,SMT
Q76,1,IPD90N10S4L06ATMA1,IPD90N10S4L06ATMA1,Infineon Technologies,Package_TO_SOT_SMD:TO-252-2,C5440942,Extended,SMT
Q78,1,IPD90N10S4L06ATMA1,IPD90N10S4L06ATMA1,Infineon Technologies,Package_TO_SOT_SMD:TO-252-2,C5440942,Extended,SMT
Q80,1,IPD90N10S4L06ATMA1,IPD90N10S4L06ATMA1,Infineon Technologies,Package_TO_SOT_SMD:TO-252-2,C5440942,Extended,SMT
Q82,1,IPD90N10S4L06ATMA1,IPD90N10S4L06ATMA1,Infineon Technologies,Package_TO_SOT_SMD:TO-252-2,C5440942,Extended,SMT
Q83,1,IRLR024NTRPBF,IRLR024NTRPBF,Infineon Technologies,Package_TO_SOT_SMD:TO-252-2,C3007,Extended,SMT
Q84,1,IRLR024NTRPBF,IRLR024NTRPBF,Infineon Technologies,Package_TO_SOT_SMD:TO-252-2,C3007,Extended,SMT
Q85,1,IRLR024NTRPBF,IRLR024NTRPBF,Infineon Technologies,Package_TO_SOT_SMD:TO-252-2,C3007,Extended,SMT
Q86,1,IRLR024NTRPBF,IRLR024NTRPBF,Infineon Technologies,Package_TO_SOT_SMD:TO-252-2,C3007,Extended,SMT
Q87,1,IRLR024NTRPBF,IRLR024NTRPBF,Infineon Technologies,Package_TO_SOT_SMD:TO-252-2,C3007,Extended,SMT
Q88,1,IRLR024NTRPBF,IRLR024NTRPBF,Infineon Technologies,Package_TO_SOT_SMD:TO-252-2,C3007,Extended,SMT
Q89,1,IRLR024NTRPBF,IRLR024NTRPBF,Infineon Technologies,Package_TO_SOT_SMD:TO-252-2,C3007,Extended,SMT
Q90,1,IRLR024NTRPBF,IRLR024NTRPBF,Infineon Technologies,Package_TO_SOT_SMD:TO-252-2,C3007,Extended,SMT
Q91,1,IRFR5305TRPBF,IRFR5305TRPBF,Infineon Technologies,Package_TO_SOT_SMD:TO-252-2,C2624,Extended,SMT
Q92,1,IRFR5305TRPBF,IRFR5305TRPBF,Infineon Technologies,Package_TO_SOT_SMD:TO-252-2,C2624,Extended,SMT
Q93,1,IRFR5305TRPBF,IRFR5305TRPBF,Infineon Technologies,Package_TO_SOT_SMD:TO-252-2,C2624,Extended,SMT
Q94,1,IRFR5305TRPBF,IRFR5305TRPBF,Infineon Technologies,Package_TO_SOT_SMD:TO-252-2,C2624,Extended,SMT
Q95,1,IRFR5305TRPBF,IRFR5305TRPBF,Infineon Technologies,Package_TO_SOT_SMD:TO-252-2,C2624,Extended,SMT
Q96,1,IRFR5305TRPBF,IRFR5305TRPBF,Infineon Technologies,Package_TO_SOT_SMD:TO-252-2,C2624,Extended,SMT
Q97,1,IRFR5305TRPBF,IRFR5305TRPBF,Infineon Technologies,Package_TO_SOT_SMD:TO-252-2,C2624,Extended,SMT
Q98,1,IRFR5305TRPBF,IRFR5305TRPBF,Infineon Technologies,Package_TO_SOT_SMD:TO-252-2,C2624,Extended,SMT
R3,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT
R4,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT
R6,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT
R7,1,27,RC2512JK-0727RL,YAGEO,Resistor_SMD:R_2512_6332Metric,C1882619,Extended,SMT
R8,1,470,0805W8F4700T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17710,Basic,SMT
R9,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT
R10,1,27,RC2512JK-0727RL,YAGEO,Resistor_SMD:R_2512_6332Metric,C1882619,Extended,SMT
R11,1,470,0805W8F4700T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17710,Basic,SMT
R12,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT
R13,1,27,RC2512JK-0727RL,YAGEO,Resistor_SMD:R_2512_6332Metric,C1882619,Extended,SMT
R14,1,470,0805W8F4700T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17710,Basic,SMT
R15,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT
R16,1,27,RC2512JK-0727RL,YAGEO,Resistor_SMD:R_2512_6332Metric,C1882619,Extended,SMT
R17,1,470,0805W8F4700T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17710,Basic,SMT
R18,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT
R19,1,27,RC2512JK-0727RL,YAGEO,Resistor_SMD:R_2512_6332Metric,C1882619,Extended,SMT
R20,1,470,0805W8F4700T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17710,Basic,SMT
R21,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT
R22,1,100,0805W8F1000T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17408,Basic,SMT
R23,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT
R26,1,100,0805W8F1000T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17408,Basic,SMT
R27,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT
R30,1,100,0805W8F1000T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17408,Basic,SMT
R31,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT
R34,1,100,0805W8F1000T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17408,Basic,SMT
R35,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT
R38,1,100,0805W8F1000T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17408,Basic,SMT
R39,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT
R42,1,100,0805W8F1000T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17408,Basic,SMT
R43,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT
R46,1,100,0805W8F1000T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17408,Basic,SMT
R47,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT
R50,1,100,0805W8F1000T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17408,Basic,SMT
R51,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT
R54,1,100,0805W8F1000T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17408,Basic,SMT
R55,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT
R58,1,100,0805W8F1000T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17408,Basic,SMT
R59,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT
R62,1,100,0805W8F1000T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17408,Basic,SMT
R63,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT
R66,1,100,0805W8F1000T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17408,Basic,SMT
R67,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT
R70,1,100,0805W8F1000T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17408,Basic,SMT
R71,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT
R74,1,100,0805W8F1000T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17408,Basic,SMT
R75,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT
R78,1,100,0805W8F1000T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17408,Basic,SMT
R79,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT
R82,1,100,0805W8F1000T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17408,Basic,SMT
R83,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT
R86,1,100,0805W8F1000T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17408,Basic,SMT
R87,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT
R90,1,100,0805W8F1000T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17408,Basic,SMT
R91,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT
R94,1,100,0805W8F1000T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17408,Basic,SMT
R95,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT
R98,1,100,0805W8F1000T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17408,Basic,SMT
R99,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT
R126,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT
R127,1,100,0805W8F1000T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17408,Basic,SMT
R128,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT
R129,1,100,0805W8F1000T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17408,Basic,SMT
R130,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT
R131,1,100,0805W8F1000T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17408,Basic,SMT
R132,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT
R133,1,100,0805W8F1000T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17408,Basic,SMT
R134,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT
R135,1,100,0805W8F1000T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17408,Basic,SMT
R136,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT
R137,1,100,0805W8F1000T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17408,Basic,SMT
R138,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT
R139,1,100,0805W8F1000T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17408,Basic,SMT
R140,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT
R141,1,100,0805W8F1000T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17408,Basic,SMT
R142,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT
R143,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT
R144,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT
R145,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT
R146,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT
R147,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT
R148,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT
R149,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT
R150,1,0.22R,RL2512FK-070R22L,YAGEO,Resistor_SMD:R_2512_6332Metric,C705613,Extended,SMT
R151,1,0.22R,RL2512FK-070R22L,YAGEO,Resistor_SMD:R_2512_6332Metric,C705613,Extended,SMT
R152,1,0.22R,RL2512FK-070R22L,YAGEO,Resistor_SMD:R_2512_6332Metric,C705613,Extended,SMT
R153,1,0.22R,RL2512FK-070R22L,YAGEO,Resistor_SMD:R_2512_6332Metric,C705613,Extended,SMT
R154,1,1K,0805W8F1001T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17513,Basic,SMT
R155,1,100,0805W8F1000T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17408,Basic,SMT
R156,1,1K,0805W8F1001T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17513,Basic,SMT
R157,1,100,0805W8F1000T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17408,Basic,SMT
R158,1,1K,0805W8F1001T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17513,Basic,SMT
R159,1,100,0805W8F1000T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17408,Basic,SMT
R160,1,1K,0805W8F1001T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17513,Basic,SMT
R161,1,100,0805W8F1000T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17408,Basic,SMT
R162,1,1K,0805W8F1001T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17513,Basic,SMT
R164,1,1K,0805W8F1001T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17513,Basic,SMT
R165,1,100,0805W8F1000T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17408,Basic,SMT
R166,1,1K,0805W8F1001T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17513,Basic,SMT
R167,1,100,0805W8F1000T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17408,Basic,SMT
R168,1,1K,0805W8F1001T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17513,Basic,SMT
R169,1,100,0805W8F1000T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17408,Basic,SMT
R170,1,1K,0805W8F1001T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17513,Basic,SMT
R171,1,100,0805W8F1000T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17408,Basic,SMT
R172,1,0.22R,RL2512FK-070R22L,YAGEO,Resistor_SMD:R_2512_6332Metric,C705613,Extended,SMT
R173,1,0.22R,RL2512FK-070R22L,YAGEO,Resistor_SMD:R_2512_6332Metric,C705613,Extended,SMT
R174,1,0.22R,RL2512FK-070R22L,YAGEO,Resistor_SMD:R_2512_6332Metric,C705613,Extended,SMT
R175,1,0.22R,RL2512FK-070R22L,YAGEO,Resistor_SMD:R_2512_6332Metric,C705613,Extended,SMT
R176,1,1.5K,0805W8F1501T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C4310,Basic,SMT
R177,1,1K,0805W8F1001T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17513,Basic,SMT
R178,1,1.5K,0805W8F1501T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C4310,Basic,SMT
R179,1,1K,0805W8F1001T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17513,Basic,SMT
R180,1,1.5K,0805W8F1501T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C4310,Basic,SMT
R181,1,1K,0805W8F1001T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17513,Basic,SMT
R182,1,1.5K,0805W8F1501T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C4310,Basic,SMT
R183,1,1K,0805W8F1001T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17513,Basic,SMT
R184,1,1.5K,0805W8F1501T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C4310,Basic,SMT
R185,1,1K,0805W8F1001T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17513,Basic,SMT
R186,1,1.5K,0805W8F1501T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C4310,Basic,SMT
R187,1,1K,0805W8F1001T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17513,Basic,SMT
R188,1,1.5K,0805W8F1501T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C4310,Basic,SMT
R189,1,1K,0805W8F1001T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17513,Basic,SMT
R190,1,1.5K,0805W8F1501T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C4310,Basic,SMT
R191,1,1K,0805W8F1001T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17513,Basic,SMT
R192,1,470,0805W8F4700T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17710,Basic,SMT
R193,1,1K,0805W8F1001T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17513,Basic,SMT
R194,1,1.5K,0805W8F1501T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C4310,Basic,SMT
R196,1,1.5K,0805W8F1501T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C4310,Basic,SMT
R197,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT
R206,1,27K,0805W8F2702T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17593,Basic,SMT
R250,1,1.5K,0805W8F1501T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C4310,Basic,SMT
