Refs,Qty,Value,Footprint,Manufacturer,MPN,Description,Link,DNP
R4,1,10K,Resistor_SMD:R_0805_2012Metric,Yageo,RC0805FR-0710KL,"Resistor 10K 1% 0.125 W, 0805",https://www.digikey.com/en/products/result?keywords=RC0805FR-0710KL,
R6,1,10K,Resistor_SMD:R_0805_2012Metric,Yageo,RC0805FR-0710KL,"Resistor 10K 1% 0.125 W, 0805",https://www.digikey.com/en/products/result?keywords=RC0805FR-0710KL,
R197,1,10K,Resistor_SMD:R_0805_2012Metric,Yageo,RC0805FR-0710KL,Resistor 10K 1% 0805 (ZC sample of the fused 9 VAC leg),https://www.digikey.com/en/products/result?keywords=RC0805FR-0710KL,
R198,1,10K,Resistor_SMD:R_0805_2012Metric,Yageo,RC0805FR-0710KL,Resistor 10K 0805 - DNP (the A-12697 waveform is a half-wave sample of one leg; populating R198 would make a 120 Hz full-wave sample),https://www.digikey.com/en/products/result?keywords=RC0805FR-0710KL,yes
R206,1,27K,Resistor_SMD:R_0805_2012Metric,Yageo,RC0805FR-0727KL,Resistor 27K 1% 0805 (ZC threshold ~0.26 V),https://www.digikey.com/en/products/result?keywords=RC0805FR-0727KL,
R253,1,1.5K,Resistor_SMD:R_0805_2012Metric,Yageo,RC0805FR-071K5L,"Resistor 1K5 1% 0.125 W, 0805",https://www.digikey.com/en/products/result?keywords=RC0805FR-071K5L,
R254,1,1.5K,Resistor_SMD:R_0805_2012Metric,Yageo,RC0805FR-071K5L,"Resistor 1K5 1% 0.125 W, 0805",https://www.digikey.com/en/products/result?keywords=RC0805FR-071K5L,
R255,1,1.5K,Resistor_SMD:R_0805_2012Metric,Yageo,RC0805FR-071K5L,"Resistor 1K5 1% 0.125 W, 0805",https://www.digikey.com/en/products/result?keywords=RC0805FR-071K5L,
R256,1,1.5K,Resistor_SMD:R_0805_2012Metric,Yageo,RC0805FR-071K5L,"Resistor 1K5 1% 0.125 W, 0805",https://www.digikey.com/en/products/result?keywords=RC0805FR-071K5L,
SR1,1,9x4.7K SIP,Resistor_THT:R_Array_SIP10,Bourns,4610X-101-472LF,Pull-ups for the seven latch strobes and BLANKING,https://www.digikey.com/en/products/result?keywords=4610X-101-472LF,
SR2,1,9x4.7K SIP,Resistor_THT:R_Array_SIP10,Bourns,4610X-101-472LF,Pull-ups for the ribbon data lines /D0-/D7 (driven by the CPU only during a write),https://www.digikey.com/en/products/result?keywords=4610X-101-472LF,
TP4,1,TP4 ZC,TestPoint:TestPoint_THTPad_D2.0mm_Drill1.0mm,,,Test point ZC,,
U6,1,LM339DR,Package_SO:SOIC-14_3.9x8.7mm_P1.27mm,Texas Instruments,LM339DR,"Quad comparator, SOIC-14",https://www.digikey.com/en/products/detail/texas-instruments/LM339DR/276657,
U9,1,74HCT240,Package_SO:SOIC-20W_7.5x12.8mm_P1.27mm,Nexperia,"74HCT240D,653",J113 data-bus inverter: the CPU board drives the ribbon data through a 74LS240 (active low),https://www.digikey.com/en/products/result?keywords=74HCT240D%2C653,
B5,1,100nF,Capacitor_SMD:C_0805_2012Metric,Samsung,CL21B104KBCNNNC,Bypass 100 nF 50 V X7R 0805,https://www.digikey.com/en/products/detail/samsung-electro-mechanics/CL21B104KBCNNNC/3886661,
D25,1,S3M-13-F,Diode_SMD:D_SMC,Diodes Inc,S3M-13-F,"Rectifier 3 A 1000 V, SMC (tie-back)",https://www.digikey.com/en/products/detail/diodes-incorporated/S3M-13-F/725029,
D26,1,S3M-13-F,Diode_SMD:D_SMC,Diodes Inc,S3M-13-F,"Rectifier 3 A 1000 V, SMC (tie-back)",https://www.digikey.com/en/products/detail/diodes-incorporated/S3M-13-F/725029,
D27,1,S3M-13-F,Diode_SMD:D_SMC,Diodes Inc,S3M-13-F,"Rectifier 3 A 1000 V, SMC (tie-back)",https://www.digikey.com/en/products/detail/diodes-incorporated/S3M-13-F/725029,
D28,1,S3M-13-F,Diode_SMD:D_SMC,Diodes Inc,S3M-13-F,"Rectifier 3 A 1000 V, SMC (tie-back)",https://www.digikey.com/en/products/detail/diodes-incorporated/S3M-13-F/725029,
D29,1,S3M-13-F,Diode_SMD:D_SMC,Diodes Inc,S3M-13-F,"Rectifier 3 A 1000 V, SMC (tie-back)",https://www.digikey.com/en/products/detail/diodes-incorporated/S3M-13-F/725029,
D30,1,S3M-13-F,Diode_SMD:D_SMC,Diodes Inc,S3M-13-F,"Rectifier 3 A 1000 V, SMC (tie-back)",https://www.digikey.com/en/products/detail/diodes-incorporated/S3M-13-F/725029,
D31,1,S3M-13-F,Diode_SMD:D_SMC,Diodes Inc,S3M-13-F,"Rectifier 3 A 1000 V, SMC (tie-back)",https://www.digikey.com/en/products/detail/diodes-incorporated/S3M-13-F/725029,
D32,1,S3M-13-F,Diode_SMD:D_SMC,Diodes Inc,S3M-13-F,"Rectifier 3 A 1000 V, SMC (tie-back)",https://www.digikey.com/en/products/detail/diodes-incorporated/S3M-13-F/725029,
J130,1,J130 Sol 1-8 drive (playfield),Connector_Molex:Molex_KK-396_A-41791-0009_1x09_P3.96mm_Vertical,Molex,0026604090,J130 Sol 1-8 drive (playfield),https://www.digikey.com/en/products/detail/molex/0026604090/79784,
J131,1,"J131 Sol 5-8 drive (cabinet, parallel to J130; N/C on STTNG)",Connector_Molex:Molex_KK-396_A-41791-0005_1x05_P3.96mm_Vertical,Molex,0026604050,"J131 Sol 5-8 drive (cabinet, parallel to J130; N/C on STTNG)",https://www.digikey.com/en/products/result?keywords=0026604050,
J132,1,"J132 Sol 1-4 drive (backbox, parallel to J130; N/C on STTNG)",Connector_Molex:Molex_KK-396_A-41791-0005_1x05_P3.96mm_Vertical,Molex,0026604050,"J132 Sol 1-4 drive (backbox, parallel to J130; N/C on STTNG)",https://www.digikey.com/en/products/result?keywords=0026604050,
Q64,1,IPD90N10S4L06ATMA1,Package_TO_SOT_SMD:TO-252-2,Infineon,IPD90N10S4L06ATMA1,"N-MOSFET 100 V, 8.1 mOhm max at 4.5 V, DPAK G-D-S, RthJA 62 C/W minimal footprint; upgraded solenoid driver",https://www.infineon.com/part/IPD90N10S4L-06,
Q66,1,IPD90N10S4L06ATMA1,Package_TO_SOT_SMD:TO-252-2,Infineon,IPD90N10S4L06ATMA1,"N-MOSFET 100 V, 8.1 mOhm max at 4.5 V, DPAK G-D-S, RthJA 62 C/W minimal footprint; upgraded solenoid driver",https://www.infineon.com/part/IPD90N10S4L-06,
Q68,1,IPD90N10S4L06ATMA1,Package_TO_SOT_SMD:TO-252-2,Infineon,IPD90N10S4L06ATMA1,"N-MOSFET 100 V, 8.1 mOhm max at 4.5 V, DPAK G-D-S, RthJA 62 C/W minimal footprint; upgraded solenoid driver",https://www.infineon.com/part/IPD90N10S4L-06,
Q70,1,IPD90N10S4L06ATMA1,Package_TO_SOT_SMD:TO-252-2,Infineon,IPD90N10S4L06ATMA1,"N-MOSFET 100 V, 8.1 mOhm max at 4.5 V, DPAK G-D-S, RthJA 62 C/W minimal footprint; upgraded solenoid driver",https://www.infineon.com/part/IPD90N10S4L-06,
Q76,1,IPD90N10S4L06ATMA1,Package_TO_SOT_SMD:TO-252-2,Infineon,IPD90N10S4L06ATMA1,"N-MOSFET 100 V, 8.1 mOhm max at 4.5 V, DPAK G-D-S, RthJA 62 C/W minimal footprint; upgraded solenoid driver",https://www.infineon.com/part/IPD90N10S4L-06,
Q78,1,IPD90N10S4L06ATMA1,Package_TO_SOT_SMD:TO-252-2,Infineon,IPD90N10S4L06ATMA1,"N-MOSFET 100 V, 8.1 mOhm max at 4.5 V, DPAK G-D-S, RthJA 62 C/W minimal footprint; upgraded solenoid driver",https://www.infineon.com/part/IPD90N10S4L-06,
Q80,1,IPD90N10S4L06ATMA1,Package_TO_SOT_SMD:TO-252-2,Infineon,IPD90N10S4L06ATMA1,"N-MOSFET 100 V, 8.1 mOhm max at 4.5 V, DPAK G-D-S, RthJA 62 C/W minimal footprint; upgraded solenoid driver",https://www.infineon.com/part/IPD90N10S4L-06,
Q82,1,IPD90N10S4L06ATMA1,Package_TO_SOT_SMD:TO-252-2,Infineon,IPD90N10S4L06ATMA1,"N-MOSFET 100 V, 8.1 mOhm max at 4.5 V, DPAK G-D-S, RthJA 62 C/W minimal footprint; upgraded solenoid driver",https://www.infineon.com/part/IPD90N10S4L-06,
R126,1,10K,Resistor_SMD:R_0805_2012Metric,Yageo,RC0805FR-0710KL,"Resistor 10K 1% 0.125 W, 0805",https://www.digikey.com/en/products/result?keywords=RC0805FR-0710KL,
R127,1,100,Resistor_SMD:R_0805_2012Metric,Yageo,RC0805FR-07100RL,"Resistor 100R 1% 0.125 W, 0805",https://www.digikey.com/en/products/result?keywords=RC0805FR-07100RL,
R128,1,10K,Resistor_SMD:R_0805_2012Metric,Yageo,RC0805FR-0710KL,"Resistor 10K 1% 0.125 W, 0805",https://www.digikey.com/en/products/result?keywords=RC0805FR-0710KL,
R129,1,100,Resistor_SMD:R_0805_2012Metric,Yageo,RC0805FR-07100RL,"Resistor 100R 1% 0.125 W, 0805",https://www.digikey.com/en/products/result?keywords=RC0805FR-07100RL,
R130,1,10K,Resistor_SMD:R_0805_2012Metric,Yageo,RC0805FR-0710KL,"Resistor 10K 1% 0.125 W, 0805",https://www.digikey.com/en/products/result?keywords=RC0805FR-0710KL,
R131,1,100,Resistor_SMD:R_0805_2012Metric,Yageo,RC0805FR-07100RL,"Resistor 100R 1% 0.125 W, 0805",https://www.digikey.com/en/products/result?keywords=RC0805FR-07100RL,
R132,1,10K,Resistor_SMD:R_0805_2012Metric,Yageo,RC0805FR-0710KL,"Resistor 10K 1% 0.125 W, 0805",https://www.digikey.com/en/products/result?keywords=RC0805FR-0710KL,
R133,1,100,Resistor_SMD:R_0805_2012Metric,Yageo,RC0805FR-07100RL,"Resistor 100R 1% 0.125 W, 0805",https://www.digikey.com/en/products/result?keywords=RC0805FR-07100RL,
R134,1,10K,Resistor_SMD:R_0805_2012Metric,Yageo,RC0805FR-0710KL,"Resistor 10K 1% 0.125 W, 0805",https://www.digikey.com/en/products/result?keywords=RC0805FR-0710KL,
R135,1,100,Resistor_SMD:R_0805_2012Metric,Yageo,RC0805FR-07100RL,"Resistor 100R 1% 0.125 W, 0805",https://www.digikey.com/en/products/result?keywords=RC0805FR-07100RL,
R136,1,10K,Resistor_SMD:R_0805_2012Metric,Yageo,RC0805FR-0710KL,"Resistor 10K 1% 0.125 W, 0805",https://www.digikey.com/en/products/result?keywords=RC0805FR-0710KL,
R137,1,100,Resistor_SMD:R_0805_2012Metric,Yageo,RC0805FR-07100RL,"Resistor 100R 1% 0.125 W, 0805",https://www.digikey.com/en/products/result?keywords=RC0805FR-07100RL,
R138,1,10K,Resistor_SMD:R_0805_2012Metric,Yageo,RC0805FR-0710KL,"Resistor 10K 1% 0.125 W, 0805",https://www.digikey.com/en/products/result?keywords=RC0805FR-0710KL,
R139,1,100,Resistor_SMD:R_0805_2012Metric,Yageo,RC0805FR-07100RL,"Resistor 100R 1% 0.125 W, 0805",https://www.digikey.com/en/products/result?keywords=RC0805FR-07100RL,
R140,1,10K,Resistor_SMD:R_0805_2012Metric,Yageo,RC0805FR-0710KL,"Resistor 10K 1% 0.125 W, 0805",https://www.digikey.com/en/products/result?keywords=RC0805FR-0710KL,
R141,1,100,Resistor_SMD:R_0805_2012Metric,Yageo,RC0805FR-07100RL,"Resistor 100R 1% 0.125 W, 0805",https://www.digikey.com/en/products/result?keywords=RC0805FR-07100RL,
U5,1,74HCT574,Package_SO:SOIC-20W_7.5x12.8mm_P1.27mm,Nexperia,"74HCT574D,653",Solenoid 1-8 latch,https://www.digikey.com/en/products/detail/nexperia-usa-inc/74HCT574D-653/763412,
B4,1,100nF,Capacitor_SMD:C_0805_2012Metric,Samsung,CL21B104KBCNNNC,Bypass 100 nF 50 V X7R 0805,https://www.digikey.com/en/products/detail/samsung-electro-mechanics/CL21B104KBCNNNC/3886661,
D17,1,S3M-13-F,Diode_SMD:D_SMC,Diodes Inc,S3M-13-F,"Rectifier 3 A 1000 V, SMC (tie-back)",https://www.digikey.com/en/products/detail/diodes-incorporated/S3M-13-F/725029,
D18,1,S3M-13-F,Diode_SMD:D_SMC,Diodes Inc,S3M-13-F,"Rectifier 3 A 1000 V, SMC (tie-back)",https://www.digikey.com/en/products/detail/diodes-incorporated/S3M-13-F/725029,
D19,1,S3M-13-F,Diode_SMD:D_SMC,Diodes Inc,S3M-13-F,"Rectifier 3 A 1000 V, SMC (tie-back)",https://www.digikey.com/en/products/detail/diodes-incorporated/S3M-13-F/725029,
D20,1,S3M-13-F,Diode_SMD:D_SMC,Diodes Inc,S3M-13-F,"Rectifier 3 A 1000 V, SMC (tie-back)",https://www.digikey.com/en/products/detail/diodes-incorporated/S3M-13-F/725029,
D21,1,S3M-13-F,Diode_SMD:D_SMC,Diodes Inc,S3M-13-F,"Rectifier 3 A 1000 V, SMC (tie-back)",https://www.digikey.com/en/products/detail/diodes-incorporated/S3M-13-F/725029,
D22,1,S3M-13-F,Diode_SMD:D_SMC,Diodes Inc,S3M-13-F,"Rectifier 3 A 1000 V, SMC (tie-back)",https://www.digikey.com/en/products/detail/diodes-incorporated/S3M-13-F/725029,
D23,1,S3M-13-F,Diode_SMD:D_SMC,Diodes Inc,S3M-13-F,"Rectifier 3 A 1000 V, SMC (tie-back)",https://www.digikey.com/en/products/detail/diodes-incorporated/S3M-13-F/725029,
D24,1,S3M-13-F,Diode_SMD:D_SMC,Diodes Inc,S3M-13-F,"Rectifier 3 A 1000 V, SMC (tie-back)",https://www.digikey.com/en/products/detail/diodes-incorporated/S3M-13-F/725029,
J127,1,J127 Sol 9-16 drive (playfield),Connector_Molex:Molex_KK-396_A-41791-0009_1x09_P3.96mm_Vertical,Molex,0026604090,J127 Sol 9-16 drive (playfield),https://www.digikey.com/en/products/detail/molex/0026604090/79784,
J128,1,"J128 Sol 13-16 drive (cabinet, parallel to J127; N/C on STTNG)",Connector_Molex:Molex_KK-396_A-41791-0005_1x05_P3.96mm_Vertical,Molex,0026604050,"J128 Sol 13-16 drive (cabinet, parallel to J127; N/C on STTNG)",https://www.digikey.com/en/products/result?keywords=0026604050,
J129,1,"J129 Sol 9-12 drive (backbox, parallel to J127; N/C on STTNG)",Connector_Molex:Molex_KK-396_A-41791-0005_1x05_P3.96mm_Vertical,Molex,0026604050,"J129 Sol 9-12 drive (backbox, parallel to J127; N/C on STTNG)",https://www.digikey.com/en/products/result?keywords=0026604050,
Q44,1,IPD90N10S4L06ATMA1,Package_TO_SOT_SMD:TO-252-2,Infineon,IPD90N10S4L06ATMA1,"N-MOSFET 100 V, 8.1 mOhm max at 4.5 V, DPAK G-D-S, RthJA 62 C/W minimal footprint; upgraded solenoid driver",https://www.infineon.com/part/IPD90N10S4L-06,
Q46,1,IPD90N10S4L06ATMA1,Package_TO_SOT_SMD:TO-252-2,Infineon,IPD90N10S4L06ATMA1,"N-MOSFET 100 V, 8.1 mOhm max at 4.5 V, DPAK G-D-S, RthJA 62 C/W minimal footprint; upgraded solenoid driver",https://www.infineon.com/part/IPD90N10S4L-06,
Q48,1,IPD90N10S4L06ATMA1,Package_TO_SOT_SMD:TO-252-2,Infineon,IPD90N10S4L06ATMA1,"N-MOSFET 100 V, 8.1 mOhm max at 4.5 V, DPAK G-D-S, RthJA 62 C/W minimal footprint; upgraded solenoid driver",https://www.infineon.com/part/IPD90N10S4L-06,
Q50,1,IPD90N10S4L06ATMA1,Package_TO_SOT_SMD:TO-252-2,Infineon,IPD90N10S4L06ATMA1,"N-MOSFET 100 V, 8.1 mOhm max at 4.5 V, DPAK G-D-S, RthJA 62 C/W minimal footprint; upgraded solenoid driver",https://www.infineon.com/part/IPD90N10S4L-06,
Q52,1,IPD90N10S4L06ATMA1,Package_TO_SOT_SMD:TO-252-2,Infineon,IPD90N10S4L06ATMA1,"N-MOSFET 100 V, 8.1 mOhm max at 4.5 V, DPAK G-D-S, RthJA 62 C/W minimal footprint; upgraded solenoid driver",https://www.infineon.com/part/IPD90N10S4L-06,
Q54,1,IPD90N10S4L06ATMA1,Package_TO_SOT_SMD:TO-252-2,Infineon,IPD90N10S4L06ATMA1,"N-MOSFET 100 V, 8.1 mOhm max at 4.5 V, DPAK G-D-S, RthJA 62 C/W minimal footprint; upgraded solenoid driver",https://www.infineon.com/part/IPD90N10S4L-06,
Q56,1,IPD90N10S4L06ATMA1,Package_TO_SOT_SMD:TO-252-2,Infineon,IPD90N10S4L06ATMA1,"N-MOSFET 100 V, 8.1 mOhm max at 4.5 V, DPAK G-D-S, RthJA 62 C/W minimal footprint; upgraded solenoid driver",https://www.infineon.com/part/IPD90N10S4L-06,
Q58,1,IPD90N10S4L06ATMA1,Package_TO_SOT_SMD:TO-252-2,Infineon,IPD90N10S4L06ATMA1,"N-MOSFET 100 V, 8.1 mOhm max at 4.5 V, DPAK G-D-S, RthJA 62 C/W minimal footprint; upgraded solenoid driver",https://www.infineon.com/part/IPD90N10S4L-06,
R70,1,100,Resistor_SMD:R_0805_2012Metric,Yageo,RC0805FR-07100RL,"Resistor 100R 1% 0.125 W, 0805",https://www.digikey.com/en/products/result?keywords=RC0805FR-07100RL,
R71,1,10K,Resistor_SMD:R_0805_2012Metric,Yageo,RC0805FR-0710KL,"Resistor 10K 1% 0.125 W, 0805",https://www.digikey.com/en/products/result?keywords=RC0805FR-0710KL,
R74,1,100,Resistor_SMD:R_0805_2012Metric,Yageo,RC0805FR-07100RL,"Resistor 100R 1% 0.125 W, 0805",https://www.digikey.com/en/products/result?keywords=RC0805FR-07100RL,
R75,1,10K,Resistor_SMD:R_0805_2012Metric,Yageo,RC0805FR-0710KL,"Resistor 10K 1% 0.125 W, 0805",https://www.digikey.com/en/products/result?keywords=RC0805FR-0710KL,
R78,1,100,Resistor_SMD:R_0805_2012Metric,Yageo,RC0805FR-07100RL,"Resistor 100R 1% 0.125 W, 0805",https://www.digikey.com/en/products/result?keywords=RC0805FR-07100RL,
R79,1,10K,Resistor_SMD:R_0805_2012Metric,Yageo,RC0805FR-0710KL,"Resistor 10K 1% 0.125 W, 0805",https://www.digikey.com/en/products/result?keywords=RC0805FR-0710KL,
R82,1,100,Resistor_SMD:R_0805_2012Metric,Yageo,RC0805FR-07100RL,"Resistor 100R 1% 0.125 W, 0805",https://www.digikey.com/en/products/result?keywords=RC0805FR-07100RL,
R83,1,10K,Resistor_SMD:R_0805_2012Metric,Yageo,RC0805FR-0710KL,"Resistor 10K 1% 0.125 W, 0805",https://www.digikey.com/en/products/result?keywords=RC0805FR-0710KL,
R86,1,100,Resistor_SMD:R_0805_2012Metric,Yageo,RC0805FR-07100RL,"Resistor 100R 1% 0.125 W, 0805",https://www.digikey.com/en/products/result?keywords=RC0805FR-07100RL,
R87,1,10K,Resistor_SMD:R_0805_2012Metric,Yageo,RC0805FR-0710KL,"Resistor 10K 1% 0.125 W, 0805",https://www.digikey.com/en/products/result?keywords=RC0805FR-0710KL,
R90,1,100,Resistor_SMD:R_0805_2012Metric,Yageo,RC0805FR-07100RL,"Resistor 100R 1% 0.125 W, 0805",https://www.digikey.com/en/products/result?keywords=RC0805FR-07100RL,
R91,1,10K,Resistor_SMD:R_0805_2012Metric,Yageo,RC0805FR-0710KL,"Resistor 10K 1% 0.125 W, 0805",https://www.digikey.com/en/products/result?keywords=RC0805FR-0710KL,
R94,1,100,Resistor_SMD:R_0805_2012Metric,Yageo,RC0805FR-07100RL,"Resistor 100R 1% 0.125 W, 0805",https://www.digikey.com/en/products/result?keywords=RC0805FR-07100RL,
R95,1,10K,Resistor_SMD:R_0805_2012Metric,Yageo,RC0805FR-0710KL,"Resistor 10K 1% 0.125 W, 0805",https://www.digikey.com/en/products/result?keywords=RC0805FR-0710KL,
R98,1,100,Resistor_SMD:R_0805_2012Metric,Yageo,RC0805FR-07100RL,"Resistor 100R 1% 0.125 W, 0805",https://www.digikey.com/en/products/result?keywords=RC0805FR-07100RL,
R99,1,10K,Resistor_SMD:R_0805_2012Metric,Yageo,RC0805FR-0710KL,"Resistor 10K 1% 0.125 W, 0805",https://www.digikey.com/en/products/result?keywords=RC0805FR-0710KL,
U4,1,74HCT574,Package_SO:SOIC-20W_7.5x12.8mm_P1.27mm,Nexperia,"74HCT574D,653",Solenoid 9-16 latch,https://www.digikey.com/en/products/detail/nexperia-usa-inc/74HCT574D-653/763412,
B3,1,100nF,Capacitor_SMD:C_0805_2012Metric,Samsung,CL21B104KBCNNNC,Bypass 100 nF 50 V X7R 0805,https://www.digikey.com/en/products/detail/samsung-electro-mechanics/CL21B104KBCNNNC/3886661,
D1,1,S1M-13-F,Diode_SMD:D_SMA,Diodes Inc,S1M-13-F,"Rectifier 1 A 1000 V, SMA (tie-back)",https://www.digikey.com/en/products/detail/diodes-incorporated/S1M-13-F/804909,
D2,1,S1M-13-F,Diode_SMD:D_SMA,Diodes Inc,S1M-13-F,"Rectifier 1 A 1000 V, SMA (tie-back)",https://www.digikey.com/en/products/detail/diodes-incorporated/S1M-13-F/804909,
D3,1,S1M-13-F,Diode_SMD:D_SMA,Diodes Inc,S1M-13-F,"Rectifier 1 A 1000 V, SMA (tie-back)",https://www.digikey.com/en/products/detail/diodes-incorporated/S1M-13-F/804909,
D9,1,S1M-13-F,Diode_SMD:D_SMA,Diodes Inc,S1M-13-F,"Rectifier 1 A 1000 V, SMA (tie-back)",https://www.digikey.com/en/products/detail/diodes-incorporated/S1M-13-F/804909,
D10,1,S1M-13-F,Diode_SMD:D_SMA,Diodes Inc,S1M-13-F,"Rectifier 1 A 1000 V, SMA (tie-back)",https://www.digikey.com/en/products/detail/diodes-incorporated/S1M-13-F/804909,
D11,1,S1M-13-F,Diode_SMD:D_SMA,Diodes Inc,S1M-13-F,"Rectifier 1 A 1000 V, SMA (tie-back)",https://www.digikey.com/en/products/detail/diodes-incorporated/S1M-13-F/804909,
D12,1,S1M-13-F,Diode_SMD:D_SMA,Diodes Inc,S1M-13-F,"Rectifier 1 A 1000 V, SMA (tie-back)",https://www.digikey.com/en/products/detail/diodes-incorporated/S1M-13-F/804909,
D38,1,S1M-13-F,Diode_SMD:D_SMA,Diodes Inc,S1M-13-F,"Rectifier 1 A 1000 V, SMA (tie-back)",https://www.digikey.com/en/products/detail/diodes-incorporated/S1M-13-F/804909,
J125,1,J125 Sol 17-24 drive (backbox flashers),Connector_Molex:Molex_KK-396_A-41791-0009_1x09_P3.96mm_Vertical,Molex,0026604090,J125 Sol 17-24 drive (backbox flashers),https://www.digikey.com/en/products/detail/molex/0026604090/79784,
J126,1,J126 Sol 17-24 drive (playfield flashers) + tie-back cathodes of sol 21-24 on pins 10-13 (A-12697 D9-D12; N/C on STTNG),Connector_Molex:Molex_KK-396_A-41791-0013_1x13_P3.96mm_Vertical,Molex,0026604130,J126 Sol 17-24 drive (playfield flashers) + tie-back cathodes of sol 21-24 on pins 10-13 (A-12697 D9-D12; N/C on STTNG),https://www.digikey.com/en/products/result?keywords=0026604130,
Q28,1,IPD90N10S4L06ATMA1,Package_TO_SOT_SMD:TO-252-2,Infineon,IPD90N10S4L06ATMA1,"N-MOSFET 100 V, 8.1 mOhm max at 4.5 V, DPAK G-D-S, RthJA 62 C/W minimal footprint; upgraded solenoid driver",https://www.infineon.com/part/IPD90N10S4L-06,
Q30,1,IPD90N10S4L06ATMA1,Package_TO_SOT_SMD:TO-252-2,Infineon,IPD90N10S4L06ATMA1,"N-MOSFET 100 V, 8.1 mOhm max at 4.5 V, DPAK G-D-S, RthJA 62 C/W minimal footprint; upgraded solenoid driver",https://www.infineon.com/part/IPD90N10S4L-06,
Q32,1,IPD90N10S4L06ATMA1,Package_TO_SOT_SMD:TO-252-2,Infineon,IPD90N10S4L06ATMA1,"N-MOSFET 100 V, 8.1 mOhm max at 4.5 V, DPAK G-D-S, RthJA 62 C/W minimal footprint; upgraded solenoid driver",https://www.infineon.com/part/IPD90N10S4L-06,
Q34,1,IPD90N10S4L06ATMA1,Package_TO_SOT_SMD:TO-252-2,Infineon,IPD90N10S4L06ATMA1,"N-MOSFET 100 V, 8.1 mOhm max at 4.5 V, DPAK G-D-S, RthJA 62 C/W minimal footprint; upgraded solenoid driver",https://www.infineon.com/part/IPD90N10S4L-06,
Q36,1,IPD90N10S4L06ATMA1,Package_TO_SOT_SMD:TO-252-2,Infineon,IPD90N10S4L06ATMA1,"N-MOSFET 100 V, 8.1 mOhm max at 4.5 V, DPAK G-D-S, RthJA 62 C/W minimal footprint; upgraded solenoid driver",https://www.infineon.com/part/IPD90N10S4L-06,
Q38,1,IPD90N10S4L06ATMA1,Package_TO_SOT_SMD:TO-252-2,Infineon,IPD90N10S4L06ATMA1,"N-MOSFET 100 V, 8.1 mOhm max at 4.5 V, DPAK G-D-S, RthJA 62 C/W minimal footprint; upgraded solenoid driver",https://www.infineon.com/part/IPD90N10S4L-06,
Q40,1,IPD90N10S4L06ATMA1,Package_TO_SOT_SMD:TO-252-2,Infineon,IPD90N10S4L06ATMA1,"N-MOSFET 100 V, 8.1 mOhm max at 4.5 V, DPAK G-D-S, RthJA 62 C/W minimal footprint; upgraded solenoid driver",https://www.infineon.com/part/IPD90N10S4L-06,
Q42,1,IPD90N10S4L06ATMA1,Package_TO_SOT_SMD:TO-252-2,Infineon,IPD90N10S4L06ATMA1,"N-MOSFET 100 V, 8.1 mOhm max at 4.5 V, DPAK G-D-S, RthJA 62 C/W minimal footprint; upgraded solenoid driver",https://www.infineon.com/part/IPD90N10S4L-06,
R38,1,100,Resistor_SMD:R_0805_2012Metric,Yageo,RC0805FR-07100RL,"Resistor 100R 1% 0.125 W, 0805",https://www.digikey.com/en/products/result?keywords=RC0805FR-07100RL,
R39,1,10K,Resistor_SMD:R_0805_2012Metric,Yageo,RC0805FR-0710KL,"Resistor 10K 1% 0.125 W, 0805",https://www.digikey.com/en/products/result?keywords=RC0805FR-0710KL,
R42,1,100,Resistor_SMD:R_0805_2012Metric,Yageo,RC0805FR-07100RL,"Resistor 100R 1% 0.125 W, 0805",https://www.digikey.com/en/products/result?keywords=RC0805FR-07100RL,
R43,1,10K,Resistor_SMD:R_0805_2012Metric,Yageo,RC0805FR-0710KL,"Resistor 10K 1% 0.125 W, 0805",https://www.digikey.com/en/products/result?keywords=RC0805FR-0710KL,
R46,1,100,Resistor_SMD:R_0805_2012Metric,Yageo,RC0805FR-07100RL,"Resistor 100R 1% 0.125 W, 0805",https://www.digikey.com/en/products/result?keywords=RC0805FR-07100RL,
R47,1,10K,Resistor_SMD:R_0805_2012Metric,Yageo,RC0805FR-0710KL,"Resistor 10K 1% 0.125 W, 0805",https://www.digikey.com/en/products/result?keywords=RC0805FR-0710KL,
R50,1,100,Resistor_SMD:R_0805_2012Metric,Yageo,RC0805FR-07100RL,"Resistor 100R 1% 0.125 W, 0805",https://www.digikey.com/en/products/result?keywords=RC0805FR-07100RL,
R51,1,10K,Resistor_SMD:R_0805_2012Metric,Yageo,RC0805FR-0710KL,"Resistor 10K 1% 0.125 W, 0805",https://www.digikey.com/en/products/result?keywords=RC0805FR-0710KL,
R54,1,100,Resistor_SMD:R_0805_2012Metric,Yageo,RC0805FR-07100RL,"Resistor 100R 1% 0.125 W, 0805",https://www.digikey.com/en/products/result?keywords=RC0805FR-07100RL,
R55,1,10K,Resistor_SMD:R_0805_2012Metric,Yageo,RC0805FR-0710KL,"Resistor 10K 1% 0.125 W, 0805",https://www.digikey.com/en/products/result?keywords=RC0805FR-0710KL,
R58,1,100,Resistor_SMD:R_0805_2012Metric,Yageo,RC0805FR-07100RL,"Resistor 100R 1% 0.125 W, 0805",https://www.digikey.com/en/products/result?keywords=RC0805FR-07100RL,
