Upload_designator,Native_reference,Source_BOM_designator,LCSC_part,Assembly,Native_footprint,Actual_X_mm,Actual_Y_mm,CPL_X_mm,CPL_Y_mm,Rotation_deg,Native_rotation_deg,Library_rotation_offset_deg,Center_basis,Assembly_note
F114,F114,F114,C2936126,Fuse cartridge insertion,wpc_cost:HONGJU_FH1_200CK_G,400.951000,-91.373000,401.251000,-91.373000,0.000000,0.000000,0,Native F.Fab body-outline bounding-box center,Insert F114 into FH114. CPL X +0.3 mm is a stacked-part selection offset only; actual position is holder center.
F115,F115,F115,C5381743,Fuse cartridge insertion,wpc_cost:HONGJU_FH1_200CK_G,91.457000,-92.630000,91.757000,-92.630000,0.000000,0.000000,0,Native F.Fab body-outline bounding-box center,Insert F115 into FH115. CPL X +0.3 mm is a stacked-part selection offset only; actual position is holder center.
F116,F116,F116,C142824,Fuse cartridge insertion,wpc_cost:HONGJU_FH1_200CK_G,57.255000,-40.657000,57.555000,-40.657000,270.000000,270.000000,0,Native F.Fab body-outline bounding-box center,Insert F116 into FH116. CPL X +0.3 mm is a stacked-part selection offset only; actual position is holder center.
FH103,F103,F103_HOLDER,C268204,THT holder,wpc_cost:HONGJU_FH1_200CK_G,196.494000,-64.716000,196.494000,-64.716000,270.000000,270.000000,0,Native F.Fab body-outline bounding-box center,Fit holder before inserting the separately listed cartridge.
FH104,F104,F104_HOLDER,C268204,THT holder,wpc_cost:HONGJU_FH1_200CK_G,211.834000,-64.716000,211.834000,-64.716000,270.000000,270.000000,0,Native F.Fab body-outline bounding-box center,Fit holder before inserting the separately listed cartridge.
FH105,F105,F105_HOLDER,C268204,THT holder,wpc_cost:HONGJU_FH1_200CK_G,227.343000,-64.716000,227.343000,-64.716000,270.000000,270.000000,0,Native F.Fab body-outline bounding-box center,Fit holder before inserting the separately listed cartridge.
FH106,F106,F106_HOLDER,C268204,THT holder,wpc_cost:HONGJU_FH1_200CK_G,32.945000,-233.211000,32.945000,-233.211000,0.000000,0.000000,0,Native F.Fab body-outline bounding-box center,Fit holder before inserting the separately listed cartridge.
FH107,F107,F107_HOLDER,C268204,THT holder,wpc_cost:HONGJU_FH1_200CK_G,32.945000,-218.624000,32.945000,-218.624000,0.000000,0.000000,0,Native F.Fab body-outline bounding-box center,Fit holder before inserting the separately listed cartridge.
FH108,F108,F108_HOLDER,C268204,THT holder,wpc_cost:HONGJU_FH1_200CK_G,33.095000,-204.038000,33.095000,-204.038000,0.000000,0.000000,0,Native F.Fab body-outline bounding-box center,Fit holder before inserting the separately listed cartridge.
FH109,F109,F109_HOLDER,C268204,THT holder,wpc_cost:HONGJU_FH1_200CK_G,77.793000,-218.624000,77.793000,-218.624000,0.000000,0.000000,0,Native F.Fab body-outline bounding-box center,Fit holder before inserting the separately listed cartridge.
FH110,F110,F110_HOLDER,C268204,THT holder,wpc_cost:HONGJU_FH1_200CK_G,77.793000,-233.211000,77.793000,-233.211000,0.000000,0.000000,0,Native F.Fab body-outline bounding-box center,Fit holder before inserting the separately listed cartridge.
FH111,F111,F111_HOLDER,C268204,THT holder,wpc_cost:HONGJU_FH1_200CK_G,400.951000,-46.525000,400.951000,-46.525000,0.000000,0.000000,0,Native F.Fab body-outline bounding-box center,Fit holder before inserting the separately listed cartridge.
FH113,F113,F113_HOLDER,C268204,THT holder,wpc_cost:HONGJU_FH1_200CK_G,400.951000,-76.451000,400.951000,-76.451000,0.000000,0.000000,0,Native F.Fab body-outline bounding-box center,Fit holder before inserting the separately listed cartridge.
FH114,F114,F114_HOLDER,C268204,THT holder,wpc_cost:HONGJU_FH1_200CK_G,400.951000,-91.373000,400.951000,-91.373000,0.000000,0.000000,0,Native F.Fab body-outline bounding-box center,Fit holder before inserting the separately listed cartridge.
FH115,F115,F115_HOLDER,C268204,THT holder,wpc_cost:HONGJU_FH1_200CK_G,91.457000,-92.630000,91.457000,-92.630000,0.000000,0.000000,0,Native F.Fab body-outline bounding-box center,Fit holder before inserting the separately listed cartridge.
FH116,F116,F116_HOLDER,C268204,THT holder,wpc_cost:HONGJU_FH1_200CK_G,57.255000,-40.657000,57.255000,-40.657000,270.000000,270.000000,0,Native F.Fab body-outline bounding-box center,Fit holder before inserting the separately listed cartridge.
J101,J101,J101,C305801,THT,wpc_cost:TE_J101_Prepared,431.206000,-113.168000,431.206000,-113.168000,90.000000,270.000000,180,TE drawing 640456 / 640445 housing center; friction wall inward, CPL rotation includes +180 deg LCSC library correction; native PCB rotation is 270 deg. Supplier housing and numbered pads disagree by 180 deg; CPL follows inward friction wall. Assembler must resolve model/pad conflict against native pin/key guide. Remove key post 3; retain its PCB hole.
J102,J102,J102,C305802,THT,wpc_cost:TE_J102_Prepared,431.206000,-65.554000,431.206000,-65.554000,90.000000,270.000000,180,TE drawing 640456 / 640445 housing center; friction wall inward, CPL rotation includes +180 deg LCSC library correction; native PCB rotation is 270 deg. Supplier housing and numbered pads disagree by 180 deg; CPL follows inward friction wall. Assembler must resolve model/pad conflict against native pin/key guide. Remove key post 7; retain its PCB hole.
J103,J103,J103,C240824,THT,Connector_Molex:Molex_KK-396_A-41791-0004_1x04_P3.96mm_Vertical,432.073000,-33.950000,432.073000,-33.950000,270.000000,270.000000,0,Molex housing including friction-lock lip; supplier model and native F.Fab agree,
J104,J104,J104,C505166,THT,Connector_Molex:Molex_KK-396_A-41791-0005_1x05_P3.96mm_Vertical,400.532000,-10.793000,400.532000,-10.793000,180.000000,0.000000,180,Molex housing including friction-lock lip; supplier model and native F.Fab agree, CPL rotation includes +180 deg LCSC library correction; native PCB rotation is 0 deg. Numbered pads verified; supplier library has no 3D housing. Confirm inward friction wall manually. Remove key post 3; retain its PCB hole.
J105,J105,J105,C505166,THT,Connector_Molex:Molex_KK-396_A-41791-0005_1x05_P3.96mm_Vertical,400.532000,-33.426000,400.532000,-33.426000,180.000000,0.000000,180,Molex housing including friction-lock lip; supplier model and native F.Fab agree, CPL rotation includes +180 deg LCSC library correction; native PCB rotation is 0 deg. Numbered pads verified; supplier library has no 3D housing. Confirm inward friction wall manually. Remove key post 3; retain its PCB hole.
J106,J106,J106,C505166,THT,Connector_Molex:Molex_KK-396_A-41791-0005_1x05_P3.96mm_Vertical,222.229000,-11.631000,222.229000,-11.631000,180.000000,0.000000,180,Molex housing including friction-lock lip; supplier model and native F.Fab agree, CPL rotation includes +180 deg LCSC library correction; native PCB rotation is 0 deg. Numbered pads verified; supplier library has no 3D housing. Confirm inward friction wall manually. Remove key post 4; retain its PCB hole.
J107,J107,J107,C86500,THT,wpc_cost:TE_J107_Prepared,217.786000,-34.712000,217.786000,-34.712000,180.000000,0.000000,180,TE drawing 640456 / 640445 housing center; friction wall inward, CPL rotation includes +180 deg LCSC library correction; native PCB rotation is 0 deg. Supplier housing and numbered pads disagree by 180 deg; CPL follows inward friction wall. Assembler must resolve model/pad conflict against native pin/key guide. Remove key post 4; retain its PCB hole.
J108,J108,J108,C240823,THT,Connector_Molex:Molex_KK-396_A-41791-0003_1x03_P3.96mm_Vertical,198.757000,-11.631000,198.757000,-11.631000,0.000000,0.000000,0,Molex housing including friction-lock lip; supplier model and native F.Fab agree,
J109,J109,J109,C305801,THT,wpc_cost:TE_J109_Prepared,161.034000,-12.498000,161.034000,-12.498000,180.000000,0.000000,180,TE drawing 640456 / 640445 housing center; friction wall inward, CPL rotation includes +180 deg LCSC library correction; native PCB rotation is 0 deg. Supplier housing and numbered pads disagree by 180 deg; CPL follows inward friction wall. Assembler must resolve model/pad conflict against native pin/key guide. Remove key post 6; retain its PCB hole.
J110,J110,J110,C305802,THT,wpc_cost:TE_J110_Prepared,122.222000,-12.498000,122.222000,-12.498000,180.000000,0.000000,180,TE drawing 640456 / 640445 housing center; friction wall inward, CPL rotation includes +180 deg LCSC library correction; native PCB rotation is 0 deg. Supplier housing and numbered pads disagree by 180 deg; CPL follows inward friction wall. Assembler must resolve model/pad conflict against native pin/key guide. Remove key post 5; retain its PCB hole.
J111,J111,J111,C588986,THT,Connector_Molex:Molex_KK-254_AE-6410-05A_1x05_P2.54mm_Vertical,82.403000,-15.907000,82.403000,-15.907000,180.000000,0.000000,180,Native F.Fab body-outline bounding-box center, CPL rotation includes +180 deg LCSC library correction; native PCB rotation is 0 deg. Supplier housing and numbered pads disagree by 180 deg; CPL follows inward friction wall. Assembler must resolve model/pad conflict against native pin/key guide. Remove key post 4; retain its PCB hole.
J112,J112,J112,C505166,THT,Connector_Molex:Molex_KK-396_A-41791-0005_1x05_P3.96mm_Vertical,59.350000,-11.631000,59.350000,-11.631000,180.000000,0.000000,180,Molex housing including friction-lock lip; supplier model and native F.Fab agree, CPL rotation includes +180 deg LCSC library correction; native PCB rotation is 0 deg. Numbered pads verified; supplier library has no 3D housing. Confirm inward friction wall manually. Remove key post 4; retain its PCB hole.
J113,J113,J113,C5200275,THT,wpc_cost:XFCN_EH254V_12_34P,6.950000,-108.139000,6.950000,-108.139000,90.000000,180.000000,-90,Native F.Fab body-outline bounding-box center, CPL rotation includes -90 deg LCSC library correction; native PCB rotation is 180 deg.
J114,J114,J114,C305801,THT,wpc_cost:TE_J114_Prepared,8.372000,-175.369000,8.372000,-175.369000,270.000000,90.000000,180,TE drawing 640456 / 640445 housing center; friction wall inward, CPL rotation includes +180 deg LCSC library correction; native PCB rotation is 90 deg. Supplier housing and numbered pads disagree by 180 deg; CPL follows inward friction wall. Assembler must resolve model/pad conflict against native pin/key guide. Remove key post 6; retain its PCB hole.
J115A,J115,J115,C86500,THT,wpc_cost:TE_J115_Prepared,8.372000,-235.702000,8.372000,-235.702000,270.000000,90.000000,180,TE drawing 640456 / 640445 housing center; friction wall inward,Two 640445-6 headers: J115A pins 1-6; J115B pins 7-12. Align friction walls; dress seam if necessary. Preserve pin-1/key mapping. CPL rotation includes +180 deg LCSC library correction; native PCB rotation is 90 deg. Supplier housing and numbered pads disagree by 180 deg; CPL follows inward friction wall. Assembler must resolve model/pad conflict against native pin/key guide. No key post removed in J115A.
J115B,J115,J115,C86500,THT,wpc_cost:TE_J115_Prepared,8.372000,-211.942000,8.372000,-211.942000,270.000000,90.000000,180,TE drawing 640456 / 640445 housing center; friction wall inward,Two 640445-6 headers: J115A pins 1-6; J115B pins 7-12. Align friction walls; dress seam if necessary. Preserve pin-1/key mapping. CPL rotation includes +180 deg LCSC library correction; native PCB rotation is 90 deg. Supplier housing and numbered pads disagree by 180 deg; CPL follows inward friction wall. Assembler must resolve model/pad conflict against native pin/key guide. Remove local post 3 (native J115 pin 9).
J116,J116,J116,C240824,THT,Connector_Molex:Molex_KK-396_A-41791-0004_1x04_P3.96mm_Vertical,22.047000,-247.818000,22.047000,-247.818000,180.000000,180.000000,0,Molex housing including friction-lock lip; supplier model and native F.Fab agree, Remove key post 1; retain its PCB hole.
J117,J117,J117,C240824,THT,Connector_Molex:Molex_KK-396_A-41791-0004_1x04_P3.96mm_Vertical,22.047000,-265.405000,22.047000,-265.405000,180.000000,180.000000,0,Molex housing including friction-lock lip; supplier model and native F.Fab agree, Remove key post 1; retain its PCB hole.
J118,J118,J118,C240824,THT,Connector_Molex:Molex_KK-396_A-41791-0004_1x04_P3.96mm_Vertical,41.327000,-247.818000,41.327000,-247.818000,180.000000,180.000000,0,Molex housing including friction-lock lip; supplier model and native F.Fab agree, Remove key post 1; retain its PCB hole.
J119,J119,J119,C240823,THT,Connector_Molex:Molex_KK-396_A-41791-0003_1x03_P3.96mm_Vertical,42.585000,-265.405000,42.585000,-265.405000,180.000000,180.000000,0,Molex housing including friction-lock lip; supplier model and native F.Fab agree, Remove key post 2; retain its PCB hole.
J120,J120,J120,C592598,THT,wpc_cost:TE_J120_Prepared,90.199000,-246.951000,90.199000,-246.951000,0.000000,180.000000,180,TE drawing 640456 / 640445 housing center; friction wall inward,"Trim 13-position 1-640445-3 to 11: remove pins/body 12-13 at far end. Preserve pin 1 and friction wall; deburr. CPL rotation includes +180 deg LCSC library correction; native PCB rotation is 180 deg. No public library; TE family wall orientation inferred, manual placement required. Select matched C592598 row; trim J120/J121 and remove only specified key posts. C592598 must be checked/selected on the JLCPCB Select Parts page; a matched but unchecked row is excluded from assembly. No public LCSC footprint was returned for this code; use native pin-1/key drawing for manual placement. Remove key post 4; retain its PCB hole."
J121,J121,J121,C592598,THT,wpc_cost:TE_J121_Prepared,79.218000,-264.538000,79.218000,-264.538000,0.000000,180.000000,180,TE drawing 640456 / 640445 housing center; friction wall inward,"Trim 13-position 1-640445-3 to 11: remove pins/body 12-13 at far end. Preserve pin 1 and friction wall; deburr. CPL rotation includes +180 deg LCSC library correction; native PCB rotation is 180 deg. No public library; TE family wall orientation inferred, manual placement required. Select matched C592598 row; trim J120/J121 and remove only specified key posts. C592598 must be checked/selected on the JLCPCB Select Parts page; a matched but unchecked row is excluded from assembly. No public LCSC footprint was returned for this code; use native pin-1/key drawing for manual placement. Remove key post 4; retain its PCB hole."
J122,J122,J122,C305802,THT,wpc_cost:TE_J122_Prepared,128.509000,-264.538000,128.509000,-264.538000,0.000000,180.000000,180,TE drawing 640456 / 640445 housing center; friction wall inward, CPL rotation includes +180 deg LCSC library correction; native PCB rotation is 180 deg. Supplier housing and numbered pads disagree by 180 deg; CPL follows inward friction wall. Assembler must resolve model/pad conflict against native pin/key guide. Remove key post 7; retain its PCB hole.
J123,J123,J123,C505166,THT,Connector_Molex:Molex_KK-396_A-41791-0005_1x05_P3.96mm_Vertical,129.180000,-247.818000,129.180000,-247.818000,0.000000,180.000000,180,Molex housing including friction-lock lip; supplier model and native F.Fab agree, CPL rotation includes +180 deg LCSC library correction; native PCB rotation is 180 deg. Numbered pads verified; supplier library has no 3D housing. Confirm inward friction wall manually. Remove key post 2; retain its PCB hole.
J124,J124,J124,C505166,THT,Connector_Molex:Molex_KK-396_A-41791-0005_1x05_P3.96mm_Vertical,152.903000,-247.818000,152.903000,-247.818000,0.000000,180.000000,180,Molex housing including friction-lock lip; supplier model and native F.Fab agree, CPL rotation includes +180 deg LCSC library correction; native PCB rotation is 180 deg. Numbered pads verified; supplier library has no 3D housing. Confirm inward friction wall manually. Remove key post 4; retain its PCB hole.
J125,J125,J125,C305802,THT,wpc_cost:TE_J125_Prepared,202.362000,-246.951000,202.362000,-246.951000,0.000000,180.000000,180,TE drawing 640456 / 640445 housing center; friction wall inward, CPL rotation includes +180 deg LCSC library correction; native PCB rotation is 180 deg. Supplier housing and numbered pads disagree by 180 deg; CPL follows inward friction wall. Assembler must resolve model/pad conflict against native pin/key guide. Remove key post 4; retain its PCB hole.
J126,J126,J126,C592598,THT,wpc_cost:TE_J126_Prepared,199.176000,-264.538000,199.176000,-264.538000,0.000000,180.000000,180,TE drawing 640456 / 640445 housing center; friction wall inward," CPL rotation includes +180 deg LCSC library correction; native PCB rotation is 180 deg. No public library; TE family wall orientation inferred, manual placement required. Select matched C592598 row; trim J120/J121 and remove only specified key posts. C592598 must be checked/selected on the JLCPCB Select Parts page; a matched but unchecked row is excluded from assembly. No public LCSC footprint was returned for this code; use native pin-1/key drawing for manual placement. Remove key post 9; retain its PCB hole."
J127,J127,J127,C305802,THT,wpc_cost:TE_J127_Prepared,252.491000,-246.951000,252.491000,-246.951000,0.000000,180.000000,180,TE drawing 640456 / 640445 housing center; friction wall inward, CPL rotation includes +180 deg LCSC library correction; native PCB rotation is 180 deg. Supplier housing and numbered pads disagree by 180 deg; CPL follows inward friction wall. Assembler must resolve model/pad conflict against native pin/key guide. Remove key post 2; retain its PCB hole.
J128,J128,J128,C505166,THT,Connector_Molex:Molex_KK-396_A-41791-0005_1x05_P3.96mm_Vertical,244.947000,-265.405000,244.947000,-265.405000,0.000000,180.000000,180,Molex housing including friction-lock lip; supplier model and native F.Fab agree, CPL rotation includes +180 deg LCSC library correction; native PCB rotation is 180 deg. Numbered pads verified; supplier library has no 3D housing. Confirm inward friction wall manually. Remove key post 4; retain its PCB hole.
J129,J129,J129,C505166,THT,Connector_Molex:Molex_KK-396_A-41791-0005_1x05_P3.96mm_Vertical,267.580000,-265.405000,267.580000,-265.405000,0.000000,180.000000,180,Molex housing including friction-lock lip; supplier model and native F.Fab agree, CPL rotation includes +180 deg LCSC library correction; native PCB rotation is 180 deg. Numbered pads verified; supplier library has no 3D housing. Confirm inward friction wall manually. Remove key post 3; retain its PCB hole.
J130,J130,J130,C305802,THT,wpc_cost:TE_J130_Prepared,306.477000,-246.951000,306.477000,-246.951000,0.000000,180.000000,180,TE drawing 640456 / 640445 housing center; friction wall inward, CPL rotation includes +180 deg LCSC library correction; native PCB rotation is 180 deg. Supplier housing and numbered pads disagree by 180 deg; CPL follows inward friction wall. Assembler must resolve model/pad conflict against native pin/key guide. Remove key post 3; retain its PCB hole.
J131,J131,J131,C505166,THT,Connector_Molex:Molex_KK-396_A-41791-0005_1x05_P3.96mm_Vertical,306.393000,-265.405000,306.393000,-265.405000,0.000000,180.000000,180,Molex housing including friction-lock lip; supplier model and native F.Fab agree, CPL rotation includes +180 deg LCSC library correction; native PCB rotation is 180 deg. Numbered pads verified; supplier library has no 3D housing. Confirm inward friction wall manually. Remove key post 2; retain its PCB hole.
J132,J132,J132,C505166,THT,Connector_Molex:Molex_KK-396_A-41791-0005_1x05_P3.96mm_Vertical,331.541000,-265.405000,331.541000,-265.405000,0.000000,180.000000,180,Molex housing including friction-lock lip; supplier model and native F.Fab agree, CPL rotation includes +180 deg LCSC library correction; native PCB rotation is 180 deg. Numbered pads verified; supplier library has no 3D housing. Confirm inward friction wall manually. Remove key post 4; retain its PCB hole.
J133,J133,J133,C94118,THT,wpc_cost:TE_J133_Prepared,359.205000,-244.461500,359.205000,-244.461500,0.000000,180.000000,180,TE drawing 640456 / 640445 housing center; friction wall inward,"Trim 10-position 1-640456-0 to 9: remove final position 10. Preserve pin 1, key and friction wall; deburr. CPL rotation includes +180 deg LCSC library correction; native PCB rotation is 180 deg. Remove key post 3; retain its PCB hole."
J134,J134,J134,C94118,THT,wpc_cost:TE_J134_Prepared,359.205000,-257.454500,359.205000,-257.454500,0.000000,180.000000,180,TE drawing 640456 / 640445 housing center; friction wall inward,"Trim 10-position 1-640456-0 to 9: remove final position 10. Preserve pin 1, key and friction wall; deburr. CPL rotation includes +180 deg LCSC library correction; native PCB rotation is 180 deg. Remove key post 3; retain its PCB hole."
J135,J135,J135,C94118,THT,wpc_cost:TE_J135_Prepared,359.205000,-267.172500,359.205000,-267.172500,0.000000,180.000000,180,TE drawing 640456 / 640445 housing center; friction wall inward,"Trim 10-position 1-640456-0 to 9: remove final position 10. Preserve pin 1, key and friction wall; deburr. CPL rotation includes +180 deg LCSC library correction; native PCB rotation is 180 deg. Remove key post 3; retain its PCB hole."
J136,J136,J136,C240823,THT,Connector_Molex:Molex_KK-396_A-41791-0003_1x03_P3.96mm_Vertical,380.413000,-265.405000,380.413000,-265.405000,180.000000,180.000000,0,Molex housing including friction-lock lip; supplier model and native F.Fab agree, Remove key post 1; retain its PCB hole.
J137,J137,J137,C305802,THT,wpc_cost:TE_J137_Prepared,406.819000,-246.113000,406.819000,-246.113000,0.000000,180.000000,180,TE drawing 640456 / 640445 housing center; friction wall inward, CPL rotation includes +180 deg LCSC library correction; native PCB rotation is 180 deg. Supplier housing and numbered pads disagree by 180 deg; CPL follows inward friction wall. Assembler must resolve model/pad conflict against native pin/key guide. Remove key post 8; retain its PCB hole.
J138,J138,J138,C305802,THT,wpc_cost:TE_J138_Prepared,406.819000,-264.538000,406.819000,-264.538000,0.000000,180.000000,180,TE drawing 640456 / 640445 housing center; friction wall inward, CPL rotation includes +180 deg LCSC library correction; native PCB rotation is 180 deg. Supplier housing and numbered pads disagree by 180 deg; CPL follows inward friction wall. Assembler must resolve model/pad conflict against native pin/key guide. Remove key post 8; retain its PCB hole.
L1,L1,L1,C840531,SMT,Inductor_SMD:L_Bourns_SRP1245A,269.000000,-69.000000,269.000000,-69.000000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
L2,L2,L2,C840531,SMT,Inductor_SMD:L_Bourns_SRP1245A,143.000000,-79.000000,143.000000,-79.000000,0.000000,0.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
LED1,LED1,LED1,C84256,SMT,LED_SMD:LED_0805_2012Metric,19.532000,-130.353000,19.532000,-130.353000,270.000000,270.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
LED2,LED2,LED2,C84256,SMT,LED_SMD:LED_0805_2012Metric,63.542000,-60.356000,63.542000,-60.356000,270.000000,270.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
LED3,LED3,LED3,C84256,SMT,LED_SMD:LED_0805_2012Metric,73.434000,-60.356000,73.434000,-60.356000,270.000000,270.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
LED4,LED4,LED4,C84256,SMT,LED_SMD:LED_0805_2012Metric,186.015000,-88.439000,186.015000,-88.439000,270.000000,270.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
LED5,LED5,LED5,C84256,SMT,LED_SMD:LED_0805_2012Metric,340.762000,-38.945000,340.762000,-38.945000,270.000000,270.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
LED6,LED6,LED6,C84256,SMT,LED_SMD:LED_0805_2012Metric,352.000000,-84.000000,352.000000,-84.000000,270.000000,270.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
LED7,LED7,LED7,C84256,SMT,LED_SMD:LED_0805_2012Metric,43.423000,-51.974000,43.423000,-51.974000,270.000000,270.000000,0,Native KiCad body origin; angle corrected separately against exact purchased library,
Q9,Q9,Q9,C8512,SMT,Package_TO_SOT_SMD:SOT-23,140.496000,-208.423000,140.496000,-208.423000,90.000000,270.000000,180,Native KiCad body origin; angle corrected separately against exact purchased library, CPL rotation includes +180 deg LCSC library correction; native PCB rotation is 270 deg.
Q10,Q10,Q10,C9102,THT,Package_TO_SOT_THT:TO-220-3_Vertical,118.394000,-209.990000,118.394000,-209.990000,270.000000,270.000000,0,Native F.Fab body-outline bounding-box center,
Q11,Q11,Q11,C8512,SMT,Package_TO_SOT_SMD:SOT-23,60.189000,-158.526000,60.189000,-158.526000,90.000000,270.000000,180,Native KiCad body origin; angle corrected separately against exact purchased library, CPL rotation includes +180 deg LCSC library correction; native PCB rotation is 270 deg.
Q12,Q12,Q12,C9102,THT,Package_TO_SOT_THT:TO-220-3_Vertical,39.343000,-159.274000,39.343000,-159.274000,270.000000,270.000000,0,Native F.Fab body-outline bounding-box center,
Q13,Q13,Q13,C8512,SMT,Package_TO_SOT_SMD:SOT-23,97.744000,-131.720000,97.744000,-131.720000,90.000000,270.000000,180,Native KiCad body origin; angle corrected separately against exact purchased library, CPL rotation includes +180 deg LCSC library correction; native PCB rotation is 270 deg.
Q14,Q14,Q14,C9102,THT,Package_TO_SOT_THT:TO-220-3_Vertical,78.994000,-132.449000,78.994000,-132.449000,270.000000,270.000000,0,Native F.Fab body-outline bounding-box center,
Q15,Q15,Q15,C8512,SMT,Package_TO_SOT_SMD:SOT-23,99.420000,-182.855000,99.420000,-182.855000,90.000000,270.000000,180,Native KiCad body origin; angle corrected separately against exact purchased library, CPL rotation includes +180 deg LCSC library correction; native PCB rotation is 270 deg.
Q16,Q16,Q16,C9102,THT,Package_TO_SOT_THT:TO-220-3_Vertical,78.994000,-184.842000,78.994000,-184.842000,270.000000,270.000000,0,Native F.Fab body-outline bounding-box center,
Q17,Q17,Q17,C8512,SMT,Package_TO_SOT_SMD:SOT-23,140.496000,-156.868000,140.496000,-156.868000,90.000000,270.000000,180,Native KiCad body origin; angle corrected separately against exact purchased library, CPL rotation includes +180 deg LCSC library correction; native PCB rotation is 270 deg.
Q18,Q18,Q18,C9102,THT,Package_TO_SOT_THT:TO-220-3_Vertical,129.291000,-157.597000,129.291000,-157.597000,270.000000,270.000000,0,Native F.Fab body-outline bounding-box center,
Q20,Q20,Q20,C485687,SMT,Package_TO_SOT_SMD:TO-252-2,164.435000,-147.327000,164.435000,-147.327000,180.000000,0.000000,180,Native KiCad body origin; angle corrected separately against exact purchased library, CPL rotation includes +180 deg LCSC library correction; native PCB rotation is 0 deg.
Q22,Q22,Q22,C485687,SMT,Package_TO_SOT_SMD:TO-252-2,164.435000,-173.733000,164.435000,-173.733000,180.000000,0.000000,180,Native KiCad body origin; angle corrected separately against exact purchased library, CPL rotation includes +180 deg LCSC library correction; native PCB rotation is 0 deg.
Q24,Q24,Q24,C485687,SMT,Package_TO_SOT_SMD:TO-252-2,164.435000,-200.139000,164.435000,-200.139000,180.000000,0.000000,180,Native KiCad body origin; angle corrected separately against exact purchased library, CPL rotation includes +180 deg LCSC library correction; native PCB rotation is 0 deg.
Q26,Q26,Q26,C485687,SMT,Package_TO_SOT_SMD:TO-252-2,164.435000,-226.545000,164.435000,-226.545000,180.000000,0.000000,180,Native KiCad body origin; angle corrected separately against exact purchased library, CPL rotation includes +180 deg LCSC library correction; native PCB rotation is 0 deg.
Q28,Q28,Q28,C485687,SMT,Package_TO_SOT_SMD:TO-252-2,197.966000,-148.820000,197.966000,-148.820000,180.000000,0.000000,180,Native KiCad body origin; angle corrected separately against exact purchased library, CPL rotation includes +180 deg LCSC library correction; native PCB rotation is 0 deg.
Q30,Q30,Q30,C485687,SMT,Package_TO_SOT_SMD:TO-252-2,197.966000,-175.226000,197.966000,-175.226000,180.000000,0.000000,180,Native KiCad body origin; angle corrected separately against exact purchased library, CPL rotation includes +180 deg LCSC library correction; native PCB rotation is 0 deg.
Q32,Q32,Q32,C485687,SMT,Package_TO_SOT_SMD:TO-252-2,197.966000,-201.634000,197.966000,-201.634000,180.000000,0.000000,180,Native KiCad body origin; angle corrected separately against exact purchased library, CPL rotation includes +180 deg LCSC library correction; native PCB rotation is 0 deg.
Q34,Q34,Q34,C485687,SMT,Package_TO_SOT_SMD:TO-252-2,197.966000,-228.038000,197.966000,-228.038000,180.000000,0.000000,180,Native KiCad body origin; angle corrected separately against exact purchased library, CPL rotation includes +180 deg LCSC library correction; native PCB rotation is 0 deg.
Q36,Q36,Q36,C485687,SMT,Package_TO_SOT_SMD:TO-252-2,221.438000,-148.820000,221.438000,-148.820000,180.000000,0.000000,180,Native KiCad body origin; angle corrected separately against exact purchased library, CPL rotation includes +180 deg LCSC library correction; native PCB rotation is 0 deg.
Q38,Q38,Q38,C485687,SMT,Package_TO_SOT_SMD:TO-252-2,221.438000,-175.226000,221.438000,-175.226000,180.000000,0.000000,180,Native KiCad body origin; angle corrected separately against exact purchased library, CPL rotation includes +180 deg LCSC library correction; native PCB rotation is 0 deg.
Q40,Q40,Q40,C485687,SMT,Package_TO_SOT_SMD:TO-252-2,221.438000,-201.634000,221.438000,-201.634000,180.000000,0.000000,180,Native KiCad body origin; angle corrected separately against exact purchased library, CPL rotation includes +180 deg LCSC library correction; native PCB rotation is 0 deg.
Q42,Q42,Q42,C485687,SMT,Package_TO_SOT_SMD:TO-252-2,221.438000,-228.038000,221.438000,-228.038000,180.000000,0.000000,180,Native KiCad body origin; angle corrected separately against exact purchased library, CPL rotation includes +180 deg LCSC library correction; native PCB rotation is 0 deg.
Q44,Q44,Q44,C485687,SMT,Package_TO_SOT_SMD:TO-252-2,245.161000,-147.327000,245.161000,-147.327000,180.000000,0.000000,180,Native KiCad body origin; angle corrected separately against exact purchased library, CPL rotation includes +180 deg LCSC library correction; native PCB rotation is 0 deg.
Q46,Q46,Q46,C485687,SMT,Package_TO_SOT_SMD:TO-252-2,245.161000,-173.733000,245.161000,-173.733000,180.000000,0.000000,180,Native KiCad body origin; angle corrected separately against exact purchased library, CPL rotation includes +180 deg LCSC library correction; native PCB rotation is 0 deg.
