Designator,LCSC_part,Native_rotation_deg,CPL_rotation_deg,Checked_pads,Centered_RMS_error_mm,Best_numbered_pad_offsets_deg,Status,Detail,Native_pad_1_X_mm,Native_pad_1_Y_mm
J116,C240824,180.0,180.0,4,0.000058,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,27.987000,-247.713000
J117,C240824,180.0,180.0,4,0.000058,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,27.987000,-265.300000
J118,C240824,180.0,180.0,4,0.000058,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,47.267000,-247.713000
J119,C240823,180.0,180.0,3,0.000061,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,46.545000,-265.300000
J120,C592598,180.0,0.0,0,,,MANUAL: no library,Native assembly drawing and polarity/key control placement; no library claim.,109.999000,-247.713000
J121,C592598,180.0,0.0,0,,,MANUAL: no library,Native assembly drawing and polarity/key control placement; no library claim.,99.018000,-265.300000
J122,C305802,180.0,0.0,9,20.449799,0,MANUAL: housing/pad conflict,CPL follows inward friction wall; numbered public pads face opposite. Resolve library model at assembly review; native pin/key guide is authoritative.,144.349000,-265.300000
J123,C505166,180.0,0.0,5,0.000065,180,MANUAL: housing unavailable,Numbered pads checked; no public 3D housing. Require inward friction wall.,137.100000,-247.713000
J124,C505166,180.0,0.0,5,0.000065,180,MANUAL: housing unavailable,Numbered pads checked; no public 3D housing. Require inward friction wall.,160.823000,-247.713000
J125,C305802,180.0,0.0,9,20.449799,0,MANUAL: housing/pad conflict,CPL follows inward friction wall; numbered public pads face opposite. Resolve library model at assembly review; native pin/key guide is authoritative.,218.202000,-247.713000
J126,C592598,180.0,0.0,0,,,MANUAL: no library,Native assembly drawing and polarity/key control placement; no library claim.,222.936000,-265.300000
J127,C305802,180.0,0.0,9,20.449799,0,MANUAL: housing/pad conflict,CPL follows inward friction wall; numbered public pads face opposite. Resolve library model at assembly review; native pin/key guide is authoritative.,268.331000,-247.713000
J128,C505166,180.0,0.0,5,0.000065,180,MANUAL: housing unavailable,Numbered pads checked; no public 3D housing. Require inward friction wall.,252.867000,-265.300000
J129,C505166,180.0,0.0,5,0.000065,180,MANUAL: housing unavailable,Numbered pads checked; no public 3D housing. Require inward friction wall.,275.500000,-265.300000
J130,C305802,180.0,0.0,9,20.449799,0,MANUAL: housing/pad conflict,CPL follows inward friction wall; numbered public pads face opposite. Resolve library model at assembly review; native pin/key guide is authoritative.,322.317000,-247.713000
J131,C505166,180.0,0.0,5,0.000065,180,MANUAL: housing unavailable,Numbered pads checked; no public 3D housing. Require inward friction wall.,314.313000,-265.300000
J132,C505166,180.0,0.0,5,0.000065,180,MANUAL: housing unavailable,Numbered pads checked; no public 3D housing. Require inward friction wall.,339.461000,-265.300000
J133,C94118,180.0,0.0,9,0.000000,180,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,369.365000,-244.779000
J134,C94118,180.0,0.0,9,0.000000,180,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,369.365000,-257.772000
J135,C94118,180.0,0.0,9,0.000000,180,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,369.365000,-267.490000
J136,C240823,180.0,180.0,3,0.000061,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,384.373000,-265.300000
J137,C305802,180.0,0.0,9,20.449799,0,MANUAL: housing/pad conflict,CPL follows inward friction wall; numbered public pads face opposite. Resolve library model at assembly review; native pin/key guide is authoritative.,422.659000,-246.875000
J138,C305802,180.0,0.0,9,20.449799,0,MANUAL: housing/pad conflict,CPL follows inward friction wall; numbered public pads face opposite. Resolve library model at assembly review; native pin/key guide is authoritative.,422.659000,-265.300000
L1,C840531,0,0.0,2,0.157580,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,263.450000,-69.000000
L2,C840531,0,0.0,2,0.157580,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,137.450000,-79.000000
LED1,C84256,270.0,270.0,2,0.162574,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,19.532000,-129.415500
LED2,C84256,270.0,270.0,2,0.162574,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,63.542000,-59.418500
LED3,C84256,270.0,270.0,2,0.162574,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,73.434000,-59.418500
LED4,C84256,270.0,270.0,2,0.162574,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,186.015000,-87.501500
LED5,C84256,270.0,270.0,2,0.162574,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,340.762000,-38.007500
LED6,C84256,270.0,270.0,2,0.162574,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,352.000000,-83.062500
LED7,C84256,270.0,270.0,2,0.162574,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,43.423000,-51.036500
Q9,C8512,270.0,90.0,3,0.058924,180,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,141.446000,-207.485500
Q10,C9102,270.0,270.0,3,0.004671,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,117.444000,-207.450000
Q11,C8512,270.0,90.0,3,0.058924,180,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,61.139000,-157.588500
Q12,C9102,270.0,270.0,3,0.004671,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,38.393000,-156.734000
Q13,C8512,270.0,90.0,3,0.058924,180,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,98.694000,-130.782500
Q14,C9102,270.0,270.0,3,0.004671,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,78.044000,-129.909000
Q15,C8512,270.0,90.0,3,0.058924,180,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,100.370000,-181.917500
Q16,C9102,270.0,270.0,3,0.004671,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,78.044000,-182.302000
Q17,C8512,270.0,90.0,3,0.058924,180,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,141.446000,-155.930500
Q18,C9102,270.0,270.0,3,0.004671,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,128.341000,-155.057000
Q20,C485687,0,180.0,3,0.258505,180,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,159.395000,-145.047000
Q22,C485687,0,180.0,3,0.258505,180,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,159.395000,-171.453000
Q24,C485687,0,180.0,3,0.258505,180,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,159.395000,-197.859000
Q26,C485687,0,180.0,3,0.258505,180,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,159.395000,-224.265000
Q28,C485687,0,180.0,3,0.258505,180,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,192.926000,-146.540000
Q30,C485687,0,180.0,3,0.258505,180,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,192.926000,-172.946000
Q32,C485687,0,180.0,3,0.258505,180,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,192.926000,-199.354000
Q34,C485687,0,180.0,3,0.258505,180,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,192.926000,-225.758000
Q36,C485687,0,180.0,3,0.258505,180,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,216.398000,-146.540000
Q38,C485687,0,180.0,3,0.258505,180,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,216.398000,-172.946000
Q40,C485687,0,180.0,3,0.258505,180,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,216.398000,-199.354000
Q42,C485687,0,180.0,3,0.258505,180,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,216.398000,-225.758000
Q44,C485687,0,180.0,3,0.258505,180,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,240.121000,-145.047000
Q46,C485687,0,180.0,3,0.258505,180,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,240.121000,-171.453000
Q48,C485687,0,180.0,3,0.258505,180,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,240.121000,-197.859000
Q50,C485687,0,180.0,3,0.258505,180,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,240.121000,-224.265000
Q52,C485687,0,180.0,3,0.258505,180,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,261.917000,-145.047000
Q54,C485687,0,180.0,3,0.258505,180,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,261.917000,-171.453000
Q56,C485687,0,180.0,3,0.258505,180,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,261.917000,-197.859000
Q58,C485687,0,180.0,3,0.258505,180,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,261.917000,-224.265000
Q64,C485687,0,180.0,3,0.258505,180,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,282.873000,-148.690000
Q66,C485687,0,180.0,3,0.258505,180,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,282.873000,-174.252000
Q68,C485687,0,180.0,3,0.258505,180,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,282.873000,-199.832000
Q70,C485687,0,180.0,3,0.258505,180,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,282.873000,-225.400000
Q76,C485687,0,180.0,3,0.258505,180,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,307.435000,-148.690000
Q78,C485687,0,180.0,3,0.258505,180,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,307.435000,-174.252000
Q80,C485687,0,180.0,3,0.258505,180,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,307.435000,-199.832000
Q82,C485687,0,180.0,3,0.258505,180,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,307.435000,-225.400000
Q83,C3007,0,90.0,3,0.361321,90,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,349.647000,-179.120000
Q84,C3007,0,90.0,3,0.361321,90,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,349.472000,-195.974000
Q85,C3007,0,90.0,3,0.361321,90,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,349.620000,-212.846000
Q86,C3007,0,90.0,3,0.361321,90,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,349.472000,-229.706000
Q87,C3007,0,90.0,3,0.361321,90,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,371.347000,-179.156000
Q88,C3007,0,90.0,3,0.361321,90,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,371.471000,-195.980000
Q89,C3007,0,90.0,3,0.361321,90,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,371.342000,-212.815000
Q90,C3007,0,90.0,3,0.361321,90,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,371.471000,-229.692000
Q91,C2624,0,180.0,3,0.022230,180,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,406.604000,-179.199000
Q92,C2624,0,180.0,3,0.022230,180,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,406.604000,-196.063000
Q93,C2624,0,180.0,3,0.022230,180,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,406.604000,-212.938000
Q94,C2624,0,180.0,3,0.022230,180,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,406.604000,-229.781000
Q95,C2624,0,180.0,3,0.022230,180,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,428.400000,-187.225000
Q96,C2624,0,180.0,3,0.022230,180,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,428.400000,-204.089000
Q97,C2624,0,180.0,3,0.022230,180,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,428.400000,-220.944000
Q98,C2624,0,180.0,3,0.022230,180,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,428.470000,-237.809000
R3,C17414,0,0.0,2,0.087498,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,73.549500,-71.972000
R4,C17414,0,0.0,2,0.087498,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,68.139500,-69.997000
R6,C17414,0,0.0,2,0.087498,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,74.845500,-68.022000
R7,C1882619,0,0.0,0,,,No library; nonpolarized,Retain native axis; 180 deg electrically equivalent.,137.533500,-214.312000
R8,C17710,0,0.0,2,0.087498,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,119.465500,-114.972000
R9,C17414,0,0.0,2,0.087498,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,139.583500,-203.493000
R10,C1882619,0,0.0,0,,,No library; nonpolarized,Retain native axis; 180 deg electrically equivalent.,57.226500,-164.436000
R11,C17710,0,0.0,2,0.087498,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,119.465500,-118.878000
R12,C17414,0,0.0,2,0.087498,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,59.276500,-153.646000
R13,C1882619,0,0.0,0,,,No library; nonpolarized,Retain native axis; 180 deg electrically equivalent.,94.781500,-137.609000
R14,C17710,0,0.0,2,0.087498,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,119.465500,-122.793000
R15,C17414,0,0.0,2,0.087498,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,96.831500,-126.790000
R16,C1882619,0,0.0,0,,,No library; nonpolarized,Retain native axis; 180 deg electrically equivalent.,96.457500,-188.745000
R17,C17710,0,0.0,2,0.087498,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,119.465500,-126.743000
R18,C17414,0,0.0,2,0.087498,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,98.507500,-177.925000
R19,C1882619,0,0.0,0,,,No library; nonpolarized,Retain native axis; 180 deg electrically equivalent.,137.533500,-162.758000
R20,C17710,0,0.0,2,0.087498,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,119.465500,-130.657000
R21,C17414,0,0.0,2,0.087498,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,139.583500,-151.938000
R22,C17408,0,0.0,2,0.087498,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,162.469500,-136.913000
R23,C17414,0,0.0,2,0.087498,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,162.469500,-140.863000
R26,C17408,0,0.0,2,0.087498,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,162.469500,-163.318000
R27,C17414,0,0.0,2,0.087498,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,162.469500,-167.268000
R30,C17408,0,0.0,2,0.087498,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,162.469500,-189.718000
R31,C17414,0,0.0,2,0.087498,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,162.469500,-193.668000
R34,C17408,0,0.0,2,0.087498,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,162.469500,-216.130000
R35,C17414,0,0.0,2,0.087498,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,162.469500,-220.080000
R38,C17408,0,0.0,2,0.087498,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,196.000500,-138.396000
R39,C17414,0,0.0,2,0.087498,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,196.000500,-142.346000
R42,C17408,0,0.0,2,0.087498,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,196.000500,-164.802000
R43,C17414,0,0.0,2,0.087498,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,196.000500,-168.752000
R46,C17408,0,0.0,2,0.087498,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,196.000500,-191.215000
R47,C17414,0,0.0,2,0.087498,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,196.000500,-195.165000
R50,C17408,0,0.0,2,0.087498,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,196.000500,-217.614000
R51,C17414,0,0.0,2,0.087498,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,196.000500,-221.564000
R54,C17408,0,0.0,2,0.087498,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,219.472500,-138.396000
R55,C17414,0,0.0,2,0.087498,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,219.472500,-142.346000
R58,C17408,0,0.0,2,0.087498,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,219.472500,-164.802000
R59,C17414,0,0.0,2,0.087498,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,219.472500,-168.752000
R62,C17408,0,0.0,2,0.087498,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,219.472500,-191.215000
R63,C17414,0,0.0,2,0.087498,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,219.472500,-195.165000
R66,C17408,0,0.0,2,0.087498,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,219.472500,-217.614000
R67,C17414,0,0.0,2,0.087498,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,219.472500,-221.564000
R70,C17408,0,0.0,2,0.087498,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,243.195500,-136.913000
R71,C17414,0,0.0,2,0.087498,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,243.195500,-140.863000
R74,C17408,0,0.0,2,0.087498,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,243.195500,-163.318000
R75,C17414,0,0.0,2,0.087498,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,243.195500,-167.268000
R78,C17408,0,0.0,2,0.087498,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,243.195500,-189.718000
R79,C17414,0,0.0,2,0.087498,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,243.195500,-193.668000
R82,C17408,0,0.0,2,0.087498,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,243.195500,-216.130000
R83,C17414,0,0.0,2,0.087498,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,243.195500,-220.080000
R86,C17408,0,0.0,2,0.087498,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,264.991500,-136.913000
R87,C17414,0,0.0,2,0.087498,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,264.991500,-140.863000
R90,C17408,0,0.0,2,0.087498,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,264.991500,-163.318000
R91,C17414,0,0.0,2,0.087498,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,264.991500,-167.268000
R94,C17408,0,0.0,2,0.087498,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,264.991500,-189.718000
R95,C17414,0,0.0,2,0.087498,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,264.991500,-193.668000
R98,C17408,0,0.0,2,0.087498,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,264.991500,-216.130000
R99,C17414,0,0.0,2,0.087498,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,264.991500,-220.080000
R126,C17414,0,0.0,2,0.087498,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,285.948500,-140.617000
R127,C17408,0,0.0,2,0.087498,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,285.948500,-144.520000
R128,C17414,0,0.0,2,0.087498,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,285.948500,-166.129000
R129,C17408,0,0.0,2,0.087498,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,285.948500,-170.079000
R130,C17414,0,0.0,2,0.087498,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,285.948500,-191.712000
R131,C17408,0,0.0,2,0.087498,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,285.948500,-195.662000
R132,C17414,0,0.0,2,0.087498,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,285.948500,-217.279000
R133,C17408,0,0.0,2,0.087498,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,285.948500,-221.229000
R134,C17414,0,0.0,2,0.087498,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,310.509500,-140.617000
R135,C17408,0,0.0,2,0.087498,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,310.509500,-144.520000
R136,C17414,0,0.0,2,0.087498,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,310.509500,-166.129000
R137,C17408,0,0.0,2,0.087498,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,310.509500,-170.079000
R138,C17414,0,0.0,2,0.087498,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,310.509500,-191.712000
R139,C17408,0,0.0,2,0.087498,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,310.509500,-195.662000
R140,C17414,0,0.0,2,0.087498,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,310.509500,-217.279000
R141,C17408,0,0.0,2,0.087498,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,310.509500,-221.229000
R142,C17414,270.0,270.0,2,0.087498,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,329.232000,-171.773500
R143,C17414,270.0,270.0,2,0.087498,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,346.044000,-148.469500
R144,C17414,270.0,270.0,2,0.087498,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,362.453000,-173.618500
R145,C17414,270.0,270.0,2,0.087498,0,Functional pad orientation checked,Centered land pattern; SMT pad lengths may differ. Does not certify live JLC 3D model or absolute placement.,364.852000,-148.469500
