Designator,Parent,JLCPCB_part,X_mm,Y_mm,Rotation_deg,Side,Center_definition,Assembly_note
BR3,BR3,C906984,251.988,-23.304,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,"Form wire leads to 18 x 18 mm pattern; + to pad 1, - to pad 2, AC to 3/4; preserve 0.12 mm standoff. New body max 11.23 mm. M4x20 screw replaces M4x16."
R66,R66,C17408,220.385,-217.614,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R67,R67,C17414,220.385,-221.564,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
U3,U3,C2878759,190.123,-107.3,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
B2,B2,C49678,172.1,-121.551,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
D5,D5,C460944,163.382,-156.209,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
D6,D6,C460944,163.382,-182.615,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
D7,D7,C460944,163.382,-209.023,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
D8,D8,C460944,163.382,-235.427,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
J122,J122,C305802,128.509,-265.3,180.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
J123,J123,C505166,129.18,-247.713,180.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
J124,J124,C505166,152.903,-247.713,180.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
Q20,Q20,C485687,161.495,-147.327,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
Q22,Q22,C485687,161.495,-173.733,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
Q24,Q24,C485687,161.495,-200.139,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
Q26,Q26,C485687,161.495,-226.545,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R22,R22,C17408,163.382,-136.913,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R23,R23,C17414,163.382,-140.863,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R26,R26,C17408,163.382,-163.318,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R27,R27,C17414,163.382,-167.268,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R30,R30,C17408,163.382,-189.718,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R31,R31,C17414,163.382,-193.668,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R34,R34,C17408,163.382,-216.13,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R35,R35,C17414,163.382,-220.08,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
U2,U2,C2878759,170.842,-107.3,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
B18,B18,C49678,416.879,-155.031,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
B19,B19,C49678,420.85,-157.178,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
J136,J136,C240823,380.413,-265.3,180.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
J137,J137,C305802,406.819,-246.875,180.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
J138,J138,C305802,406.819,-265.3,180.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
Q91,Q91,C2624,408.704,-181.479,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
Q92,Q92,C2624,408.704,-198.343,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
Q93,Q93,C2624,408.704,-215.218,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
Q94,Q94,C2624,408.704,-232.061,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
Q95,Q95,C2624,430.5,-189.505,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
Q96,Q96,C2624,430.5,-206.369,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
Q97,Q97,C2624,430.5,-223.224,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
Q98,Q98,C2624,430.57,-240.089,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R176,R176,C4310,406.819,-175.019,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R177,R177,C17513,406.819,-187.979,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R178,R178,C4310,406.819,-191.88,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R179,R179,C17513,406.819,-204.818,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R180,R180,C4310,406.819,-208.718,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R181,R181,C17513,406.819,-221.709,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R182,R182,C4310,406.819,-225.61,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R183,R183,C17513,406.819,-238.523,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R184,R184,C4310,428.615,-183.005,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R185,R185,C17513,428.615,-196.001,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R186,R186,C4310,428.615,-199.901,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R187,R187,C17513,428.615,-212.822,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R188,R188,C4310,428.615,-216.772,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R189,R189,C17513,428.615,-229.692,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R190,R190,C4310,428.615,-233.593,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R191,R191,C17513,428.799,-246.589,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
U18,U18,C2878759,408.408,-165.417,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
U19,U19,C165895,425.01,-171.681,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
B10,B10,C49678,340.502,-149.634,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
B11,B11,C49678,360.919,-149.634,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
B12,B12,C49678,382.142,-149.634,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
B13,B13,C49678,383.5,-146.0,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
B15,B15,C49678,350.582,-161.649,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
B16,B16,C49678,387.675,-173.022,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
C13,C13,C49678,337.175,-172.686,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
C14,C14,C49678,333.165,-172.686,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
C15,C15,C49678,354.544,-161.646,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
C16,C16,C49678,358.506,-172.686,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
C17,C17,C49678,374.293,-164.875,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
C18,C18,C49678,370.315,-164.872,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
C19,C19,C49678,391.636,-172.686,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
C20,C20,C49678,395.597,-172.686,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
C31,C31,C49678,368.536,-174.232,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
D33,D33,C81598,352.108,-166.52,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
D34,D34,C81598,351.912,-170.842,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
J133,J133,C94118,359.205,-244.779,180.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,"Trim 10-position 1-640456-0 to 9: remove final position 10. Preserve pin 1, key and friction wall; deburr."
J134,J134,C94118,359.205,-257.772,180.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,"Trim 10-position 1-640456-0 to 9: remove final position 10. Preserve pin 1, key and friction wall; deburr."
J135,J135,C94118,359.205,-267.49,180.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,"Trim 10-position 1-640456-0 to 9: remove final position 10. Preserve pin 1, key and friction wall; deburr."
Q83,Q83,C3007,351.747,-181.4,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
Q84,Q84,C3007,351.572,-198.254,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
Q85,Q85,C3007,351.72,-215.126,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
Q86,Q86,C3007,351.572,-231.986,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
Q87,Q87,C3007,373.447,-181.436,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
Q88,Q88,C3007,373.571,-198.26,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
Q89,Q89,C3007,373.442,-215.095,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
Q90,Q90,C3007,373.571,-231.972,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R142,R142,C17414,329.232,-172.686,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R143,R143,C17414,346.044,-149.382,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R144,R144,C17414,362.453,-174.531,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R145,R145,C17414,364.852,-149.382,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R146,R146,C17414,368.802,-149.382,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R147,R147,C17414,366.369,-164.879,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R148,R148,C17414,399.528,-172.686,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R149,R149,C17414,399.457,-149.634,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R150,R150,C875839,340.382,-201.607,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R151,R151,C875839,340.389,-222.145,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R152,R152,C875839,334.308,-201.607,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R153,R153,C875839,334.308,-222.145,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R154,R154,C17513,349.853,-191.802,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R155,R155,C17408,349.564,-174.942,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R156,R156,C17513,349.624,-204.75,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R157,R157,C17408,350.021,-187.852,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R158,R158,C17513,350.145,-225.486,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R159,R159,C17408,349.594,-208.652,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R160,R160,C17513,349.564,-238.448,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R161,R161,C17408,350.021,-221.584,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R162,R162,C17513,370.102,-169.559,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R164,R164,C17513,371.731,-191.791,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R165,R165,C17408,373.246,-174.965,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R166,R166,C17513,371.671,-204.713,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R167,R167,C17408,371.731,-187.89,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R168,R168,C17513,371.731,-225.472,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R169,R169,C17408,371.731,-208.615,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R170,R170,C17513,371.611,-238.447,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R171,R171,C17408,371.701,-221.57,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R172,R172,C875839,391.311,-201.607,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R173,R173,C875839,391.311,-222.145,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R174,R174,C875839,385.201,-201.607,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R175,R175,C875839,385.201,-222.145,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R301,R301,C17414,367.021,-230.528,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R302,R302,C17414,366.991,-220.05,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R303,R303,C17414,366.991,-209.571,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R304,R304,C17414,366.996,-199.092,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R305,R305,C17414,345.004,-230.528,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R306,R306,C17414,345.319,-221.342,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R307,R307,C17414,344.914,-209.571,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R308,R308,C17414,345.312,-187.164,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
U10,U10,C352961,333.772,-149.885,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
U11,U11,C352961,354.225,-149.717,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
U12,U12,C352961,375.455,-149.634,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
U13,U13,C352961,388.823,-149.634,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
U15,U15,C7948,343.857,-167.411,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
U16,U16,C7948,380.987,-171.333,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
B1,B1,C49678,152.903,-121.551,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
F101,F101,C268204,165.142,-64.716,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
F102,F102,C268204,180.483,-64.716,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
F106,F106,C5381754,32.945,-233.211,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
F106_HOLDER,F106,C268204,32.945,-233.211,0,Top,Holder center between its two PCB leads,FH1-200CK-G includes insulating cover; cartridge listed separately.
F107,F107,C5381754,32.945,-218.624,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
F107_HOLDER,F107,C268204,32.945,-218.624,0,Top,Holder center between its two PCB leads,FH1-200CK-G includes insulating cover; cartridge listed separately.
F108,F108,C5381754,33.095,-204.038,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
F108_HOLDER,F108,C268204,33.095,-204.038,0,Top,Holder center between its two PCB leads,FH1-200CK-G includes insulating cover; cartridge listed separately.
F109,F109,C5381754,77.793,-218.624,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
F109_HOLDER,F109,C268204,77.793,-218.624,0,Top,Holder center between its two PCB leads,FH1-200CK-G includes insulating cover; cartridge listed separately.
F110,F110,C5381754,77.793,-233.211,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
F110_HOLDER,F110,C268204,77.793,-233.211,0,Top,Holder center between its two PCB leads,FH1-200CK-G includes insulating cover; cartridge listed separately.
J105,J105,C505166,400.532,-33.531,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
J115A,J115,C86500,7.61,-235.702,90.0,Top,Average contact position of this six-position subassembly,Two 640445-6 headers: J115A pins 1-6; J115B pins 7-12. Align friction walls; dress seam if necessary. Preserve pin-1/key mapping.
J115B,J115,C86500,7.61,-211.942,90.0,Top,Average contact position of this six-position subassembly,Two 640445-6 headers: J115A pins 1-6; J115B pins 7-12. Align friction walls; dress seam if necessary. Preserve pin-1/key mapping.
J119,J119,C240823,42.585,-265.3,180.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
J120,J120,C592598,90.199,-247.713,180.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,Trim 13-position 1-640445-3 to 11: remove pins/body 12-13 at far end. Preserve pin 1 and friction wall; deburr.
J121,J121,C592598,79.218,-265.3,180.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,Trim 13-position 1-640445-3 to 11: remove pins/body 12-13 at far end. Preserve pin 1 and friction wall; deburr.
Q9,Q9,C8512,140.496,-208.1105,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
Q10,Q10,C9102,117.444,-209.99,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
Q11,Q11,C8512,60.189,-158.2135,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
Q12,Q12,C9102,38.393,-159.274,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
Q13,Q13,C8512,97.744,-131.4075,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
Q14,Q14,C9102,78.044,-132.449,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
Q15,Q15,C8512,99.42,-182.5425,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
Q16,Q16,C9102,78.044,-184.842,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
Q17,Q17,C8512,140.496,-156.5555,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
Q18,Q18,C9102,128.341,-157.597,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R7,R7,C1882619,140.496,-214.312,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R8,R8,C17710,120.378,-114.972,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R9,R9,C17414,140.496,-203.493,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R10,R10,C1882619,60.189,-164.436,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R11,R11,C17710,120.378,-118.878,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R12,R12,C17414,60.189,-153.646,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R13,R13,C1882619,97.744,-137.609,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R14,R14,C17710,120.378,-122.793,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R15,R15,C17414,97.744,-126.79,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R16,R16,C1882619,99.42,-188.745,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R17,R17,C17710,120.378,-126.743,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R18,R18,C17414,99.42,-177.925,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R19,R19,C1882619,140.496,-162.758,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R20,R20,C17710,120.378,-130.657,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
R21,R21,C17414,140.496,-151.938,0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
U1,U1,C2878759,151.646,-107.3,180.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
W1,W1,C189505,16.99,-204.541,270.0,Top,Mean native terminal position; use assembly drawing for body offset/polarity,
